district,ur,cpi_code,cpi_category,category_district_spend,household_count,avg_spend_rwf,total_district_spend,basket_share_pct
Gisagara,Urban,01,Food and non-alcoholic beverages,32798092.947679102,18.0,9786.0,135581681.1730031,24.19
Gisagara,Urban,03,Clothing and footwear,17280579.575559035,9.0,10467.0,135581681.1730031,12.75
Gisagara,Urban,04,Housing and utilities,7618777.229739353,15.0,2782.0,135581681.1730031,5.62
Gisagara,Urban,05,Furnishing and household,72555648.59706594,18.0,21933.0,135581681.1730031,53.51
Gisagara,Urban,06,Health,3014577.5720457667,5.0,3260.0,135581681.1730031,2.22
Gisagara,Urban,07,Transport,36169.187675070025,1.0,200.0,135581681.1730031,0.03
Gisagara,Urban,08,Communication,627959.6923515168,6.0,550.0,135581681.1730031,0.46
Gisagara,Urban,09,Recreation and culture,38395.48022598869,1.0,200.0,135581681.1730031,0.03
Gisagara,Urban,12,Miscellaneous,1611480.890661349,6.0,1467.0,135581681.1730031,1.19
Gisagara,Rural,01,Food and non-alcoholic beverages,830720653.8437742,468.0,8767.0,4224666003.626038,19.66
Gisagara,Rural,02,Alcoholic beverages and tobacco,15044949.742076503,18.0,4117.0,4224666003.626038,0.36
Gisagara,Rural,03,Clothing and footwear,498380608.23621523,174.0,14140.0,4224666003.626038,11.8
Gisagara,Rural,04,Housing and utilities,385717372.00757784,434.0,4336.0,4224666003.626038,9.13
Gisagara,Rural,05,Furnishing and household,2139966281.8830113,460.0,23066.0,4224666003.626038,50.65
Gisagara,Rural,06,Health,251340437.87050918,104.0,11875.0,4224666003.626038,5.95
Gisagara,Rural,07,Transport,9626618.139394954,25.0,1847.0,4224666003.626038,0.23
Gisagara,Rural,08,Communication,7385581.096908785,101.0,364.0,4224666003.626038,0.17
Gisagara,Rural,09,Recreation and culture,3808890.6977612274,24.0,773.0,4224666003.626038,0.09
Gisagara,Rural,10,Education,581108.5167361619,5.0,560.0,4224666003.626038,0.01
Gisagara,Rural,11,Restaurants and hotels,14640352.564102564,1.0,75000.0,4224666003.626038,0.35
Gisagara,Rural,12,Miscellaneous,67453149.02797005,98.0,3357.0,4224666003.626038,1.6
Nyaruguru,Urban,01,Food and non-alcoholic beverages,23180980.131752852,18.0,11128.0,329498550.29889184,7.04
Nyaruguru,Urban,02,Alcoholic beverages and tobacco,22734.34343434344,1.0,200.0,329498550.29889184,0.01
Nyaruguru,Urban,03,Clothing and footwear,8385451.656856336,7.0,10500.0,329498550.29889184,2.54
Nyaruguru,Urban,04,Housing and utilities,58503455.96395611,16.0,31286.0,329498550.29889184,17.76
Nyaruguru,Urban,05,Furnishing and household,50567086.25826612,14.0,31321.0,329498550.29889184,15.35
Nyaruguru,Urban,06,Health,9070108.077174624,7.0,11286.0,329498550.29889184,2.75
Nyaruguru,Urban,07,Transport,170624645.3019403,2.0,750500.0,329498550.29889184,51.78
Nyaruguru,Urban,08,Communication,372244.0629314731,8.0,400.0,329498550.29889184,0.11
Nyaruguru,Urban,09,Recreation and culture,227343.43434343438,1.0,2000.0,329498550.29889184,0.07
Nyaruguru,Urban,10,Education,11367.17171717172,1.0,100.0,329498550.29889184,0.0
Nyaruguru,Urban,11,Restaurants and hotels,1756043.165467626,1.0,15000.0,329498550.29889184,0.53
Nyaruguru,Urban,12,Miscellaneous,6777090.731051523,6.0,9700.0,329498550.29889184,2.06
Nyaruguru,Rural,01,Food and non-alcoholic beverages,640498815.7314823,467.0,8944.0,2835655491.686069,22.59
Nyaruguru,Rural,02,Alcoholic beverages and tobacco,13701052.72935367,16.0,5609.0,2835655491.686069,0.48
Nyaruguru,Rural,03,Clothing and footwear,417763865.9555156,189.0,14512.0,2835655491.686069,14.73
Nyaruguru,Rural,04,Housing and utilities,625227361.2772057,448.0,9072.0,2835655491.686069,22.05
Nyaruguru,Rural,05,Furnishing and household,806098050.6152468,226.0,23287.0,2835655491.686069,28.43
Nyaruguru,Rural,06,Health,176559922.4608815,214.0,5414.0,2835655491.686069,6.23
Nyaruguru,Rural,07,Transport,5573764.868272081,24.0,1508.0,2835655491.686069,0.2
Nyaruguru,Rural,08,Communication,6514825.674391608,116.0,366.0,2835655491.686069,0.23
Nyaruguru,Rural,09,Recreation and culture,3233961.5914666723,14.0,1514.0,2835655491.686069,0.11
Nyaruguru,Rural,10,Education,613918.7183352631,10.0,400.0,2835655491.686069,0.02
Nyaruguru,Rural,11,Restaurants and hotels,76060491.29411577,4.0,124750.0,2835655491.686069,2.68
Nyaruguru,Rural,12,Miscellaneous,63809460.76980239,114.0,3669.0,2835655491.686069,2.25
Huye,Urban,01,Food and non-alcoholic beverages,469145617.4359229,95.0,29738.0,4186140549.924098,11.21
Huye,Urban,02,Alcoholic beverages and tobacco,83287.8787878788,1.0,500.0,4186140549.924098,0.0
Huye,Urban,03,Clothing and footwear,534481063.684375,60.0,52797.0,4186140549.924098,12.77
Huye,Urban,04,Housing and utilities,739637226.6561196,35.0,128101.0,4186140549.924098,17.67
Huye,Urban,05,Furnishing and household,109975993.16336639,34.0,19394.0,4186140549.924098,2.63
Huye,Urban,06,Health,132096811.48613629,27.0,28850.0,4186140549.924098,3.16
Huye,Urban,07,Transport,1029850268.9910868,11.0,549009.0,4186140549.924098,24.6
Huye,Urban,08,Communication,13139360.261105215,16.0,4878.0,4186140549.924098,0.31
Huye,Urban,09,Recreation and culture,21696369.60048105,9.0,14000.0,4186140549.924098,0.52
Huye,Urban,10,Education,1400421.487603306,2.0,4000.0,4186140549.924098,0.03
Huye,Urban,11,Restaurants and hotels,978728908.9136133,8.0,712875.0,4186140549.924098,23.38
Huye,Urban,12,Miscellaneous,155905220.3655001,40.0,23228.0,4186140549.924098,3.72
Huye,Rural,01,Food and non-alcoholic beverages,827594366.0113581,383.0,10745.0,3774179028.9827585,21.93
Huye,Rural,02,Alcoholic beverages and tobacco,315910.15305699327,7.0,221.0,3774179028.9827585,0.01
Huye,Rural,03,Clothing and footwear,579552328.7480448,155.0,18760.0,3774179028.9827585,15.36
Huye,Rural,04,Housing and utilities,1526417753.7582424,345.0,22022.0,3774179028.9827585,40.44
Huye,Rural,05,Furnishing and household,412908505.49260795,154.0,13301.0,3774179028.9827585,10.94
Huye,Rural,06,Health,298389293.8980915,126.0,11886.0,3774179028.9827585,7.91
Huye,Rural,07,Transport,12317829.918088714,28.0,2252.0,3774179028.9827585,0.33
Huye,Rural,08,Communication,6503705.657330777,72.0,453.0,3774179028.9827585,0.17
Huye,Rural,09,Recreation and culture,6498396.022858028,13.0,2492.0,3774179028.9827585,0.17
Huye,Rural,10,Education,62315.526577086086,2.0,150.0,3774179028.9827585,0.0
Huye,Rural,11,Restaurants and hotels,23430555.897593096,4.0,30000.0,3774179028.9827585,0.62
Huye,Rural,12,Miscellaneous,80188067.8989089,99.0,4063.0,3774179028.9827585,2.12
Nyamagabe,Urban,01,Food and non-alcoholic beverages,109328722.48131377,54.0,14470.0,347663798.89135313,31.45
Nyamagabe,Urban,03,Clothing and footwear,21555695.66080548,13.0,11962.0,347663798.89135313,6.2
Nyamagabe,Urban,04,Housing and utilities,100092861.08156098,38.0,18898.0,347663798.89135313,28.79
Nyamagabe,Urban,05,Furnishing and household,62086028.85877755,31.0,14458.0,347663798.89135313,17.86
Nyamagabe,Urban,06,Health,46712701.193256974,22.0,14898.0,347663798.89135313,13.44
Nyamagabe,Urban,07,Transport,139276.93931245845,2.0,500.0,347663798.89135313,0.04
Nyamagabe,Urban,08,Communication,387918.91317547054,9.0,311.0,347663798.89135313,0.11
Nyamagabe,Urban,09,Recreation and culture,139095.32483302974,1.0,1000.0,347663798.89135313,0.04
Nyamagabe,Urban,10,Education,13531.419059508946,1.0,100.0,347663798.89135313,0.0
Nyamagabe,Urban,12,Miscellaneous,7207967.019257919,9.0,5600.0,347663798.89135313,2.07
Nyamagabe,Rural,01,Food and non-alcoholic beverages,722283853.9923928,432.0,8616.0,2620737506.275288,27.56
Nyamagabe,Rural,02,Alcoholic beverages and tobacco,248004.98933158792,4.0,325.0,2620737506.275288,0.01
Nyamagabe,Rural,03,Clothing and footwear,222066434.5595991,104.0,10962.0,2620737506.275288,8.47
Nyamagabe,Rural,04,Housing and utilities,884927579.2528086,410.0,11300.0,2620737506.275288,33.77
Nyamagabe,Rural,05,Furnishing and household,621145805.2668993,274.0,11764.0,2620737506.275288,23.7
Nyamagabe,Rural,06,Health,132324484.62669876,93.0,7224.0,2620737506.275288,5.05
Nyamagabe,Rural,07,Transport,3066500.9846692136,12.0,1283.0,2620737506.275288,0.12
Nyamagabe,Rural,08,Communication,3764945.535121267,62.0,315.0,2620737506.275288,0.14
Nyamagabe,Rural,09,Recreation and culture,1156213.7603396398,7.0,857.0,2620737506.275288,0.04
Nyamagabe,Rural,10,Education,698436.6615495416,5.0,700.0,2620737506.275288,0.03
Nyamagabe,Rural,12,Miscellaneous,29055246.645878516,74.0,2033.0,2620737506.275288,1.11
Ruhango,Urban,01,Food and non-alcoholic beverages,189947971.50908345,51.0,19194.0,878322653.2041266,21.63
Ruhango,Urban,03,Clothing and footwear,238855775.98244807,36.0,33250.0,878322653.2041266,27.19
Ruhango,Urban,04,Housing and utilities,65871043.31920989,27.0,13144.0,878322653.2041266,7.5
Ruhango,Urban,05,Furnishing and household,123710343.24007392,27.0,23204.0,878322653.2041266,14.08
Ruhango,Urban,06,Health,71431744.55735373,23.0,15170.0,878322653.2041266,8.13
Ruhango,Urban,07,Transport,15637252.712657368,15.0,4907.0,878322653.2041266,1.78
Ruhango,Urban,08,Communication,5663026.856735718,15.0,1960.0,878322653.2041266,0.64
Ruhango,Urban,09,Recreation and culture,2444571.723027375,5.0,2460.0,878322653.2041266,0.28
Ruhango,Urban,10,Education,1346881.1055943891,19.0,353.0,878322653.2041266,0.15
Ruhango,Urban,11,Restaurants and hotels,115374545.45454547,1.0,600000.0,878322653.2041266,13.14
Ruhango,Urban,12,Miscellaneous,48039496.743397236,23.0,10354.0,878322653.2041266,5.47
Ruhango,Rural,01,Food and non-alcoholic beverages,778761957.0921235,432.0,9589.0,5684162150.253504,13.7
Ruhango,Rural,02,Alcoholic beverages and tobacco,2762251.563421164,12.0,1267.0,5684162150.253504,0.05
Ruhango,Rural,03,Clothing and footwear,1039739499.70988,246.0,22323.0,5684162150.253504,18.29
Ruhango,Rural,04,Housing and utilities,910215497.8610499,382.0,12693.0,5684162150.253504,16.01
Ruhango,Rural,05,Furnishing and household,529646850.0029912,203.0,13769.0,5684162150.253504,9.32
Ruhango,Rural,06,Health,430215292.12230515,192.0,11664.0,5684162150.253504,7.57
Ruhango,Rural,07,Transport,1732662035.7560132,48.0,191118.0,5684162150.253504,30.48
Ruhango,Rural,08,Communication,8595215.831928201,114.0,393.0,5684162150.253504,0.15
Ruhango,Rural,09,Recreation and culture,24093699.33252747,33.0,3830.0,5684162150.253504,0.42
Ruhango,Rural,10,Education,15516526.186331619,196.0,416.0,5684162150.253504,0.27
Ruhango,Rural,11,Restaurants and hotels,71488315.36620991,5.0,77200.0,5684162150.253504,1.26
Ruhango,Rural,12,Miscellaneous,140465009.42872286,143.0,5172.0,5684162150.253504,2.47
Muhanga,Urban,01,Food and non-alcoholic beverages,415298048.21425766,116.0,21427.0,2688664614.1235967,15.45
Muhanga,Urban,02,Alcoholic beverages and tobacco,51780.68739770867,1.0,300.0,2688664614.1235967,0.0
Muhanga,Urban,03,Clothing and footwear,411820011.32635987,51.0,48320.0,2688664614.1235967,15.32
Muhanga,Urban,04,Housing and utilities,709367006.4485264,38.0,107352.0,2688664614.1235967,26.38
Muhanga,Urban,05,Furnishing and household,623607099.7444081,114.0,32370.0,2688664614.1235967,23.19
Muhanga,Urban,06,Health,101208480.2320571,40.0,14960.0,2688664614.1235967,3.76
Muhanga,Urban,07,Transport,332640620.2604489,7.0,361543.0,2688664614.1235967,12.37
Muhanga,Urban,08,Communication,16160214.791486511,17.0,5759.0,2688664614.1235967,0.6
Muhanga,Urban,09,Recreation and culture,22246428.70910519,4.0,39500.0,2688664614.1235967,0.83
Muhanga,Urban,10,Education,4922678.865586563,109.0,262.0,2688664614.1235967,0.18
Muhanga,Urban,12,Miscellaneous,51342244.84396297,34.0,9644.0,2688664614.1235967,1.91
Muhanga,Rural,01,Food and non-alcoholic beverages,747330355.225612,367.0,10509.0,4467185676.82267,16.73
Muhanga,Rural,02,Alcoholic beverages and tobacco,2023017.2892780208,4.0,2600.0,4467185676.82267,0.05
Muhanga,Rural,03,Clothing and footwear,642208145.1555839,146.0,22949.0,4467185676.82267,14.38
Muhanga,Rural,04,Housing and utilities,274074527.78525245,309.0,4548.0,4467185676.82267,6.14
Muhanga,Rural,05,Furnishing and household,2263997031.2601743,368.0,31858.0,4467185676.82267,50.68
Muhanga,Rural,06,Health,399744127.33705074,93.0,21553.0,4467185676.82267,8.95
Muhanga,Rural,07,Transport,21999887.726996504,15.0,7223.0,4467185676.82267,0.49
Muhanga,Rural,08,Communication,5022573.633540726,71.0,367.0,4467185676.82267,0.11
Muhanga,Rural,09,Recreation and culture,141000.0411315597,3.0,233.0,4467185676.82267,0.0
Muhanga,Rural,10,Education,13798350.433444146,354.0,201.0,4467185676.82267,0.31
Muhanga,Rural,11,Restaurants and hotels,1110909.2740484928,1.0,6000.0,4467185676.82267,0.02
Muhanga,Rural,12,Miscellaneous,95735751.66055651,69.0,7267.0,4467185676.82267,2.14
Kamonyi,Urban,01,Food and non-alcoholic beverages,636697051.8247375,149.0,17925.0,1453851807.4641874,43.79
Kamonyi,Urban,02,Alcoholic beverages and tobacco,162150.00407051007,3.0,233.0,1453851807.4641874,0.01
Kamonyi,Urban,03,Clothing and footwear,272532494.76543695,50.0,22982.0,1453851807.4641874,18.75
Kamonyi,Urban,04,Housing and utilities,171314008.1454155,82.0,8546.0,1453851807.4641874,11.78
Kamonyi,Urban,05,Furnishing and household,123269805.40051778,60.0,8403.0,1453851807.4641874,8.48
Kamonyi,Urban,06,Health,143226794.6006424,57.0,10482.0,1453851807.4641874,9.85
Kamonyi,Urban,07,Transport,46934388.028117836,6.0,32117.0,1453851807.4641874,3.23
Kamonyi,Urban,08,Communication,10170253.911012381,29.0,1464.0,1453851807.4641874,0.7
Kamonyi,Urban,09,Recreation and culture,1604349.3175744698,3.0,2233.0,1453851807.4641874,0.11
Kamonyi,Urban,12,Miscellaneous,47940511.46666191,31.0,6934.0,1453851807.4641874,3.3
Kamonyi,Rural,01,Food and non-alcoholic beverages,848184406.0245469,329.0,10888.0,2697860766.291877,31.44
Kamonyi,Rural,02,Alcoholic beverages and tobacco,234037.85868434864,4.0,262.0,2697860766.291877,0.01
Kamonyi,Rural,03,Clothing and footwear,407602485.82767,112.0,15453.0,2697860766.291877,15.11
Kamonyi,Rural,04,Housing and utilities,494812718.52570987,273.0,7789.0,2697860766.291877,18.34
Kamonyi,Rural,05,Furnishing and household,245146502.8665231,116.0,9103.0,2697860766.291877,9.09
Kamonyi,Rural,06,Health,385383144.9258626,112.0,14476.0,2697860766.291877,14.28
Kamonyi,Rural,07,Transport,249290681.4379726,12.0,84754.0,2697860766.291877,9.24
Kamonyi,Rural,08,Communication,5786512.680971261,77.0,315.0,2697860766.291877,0.21
Kamonyi,Rural,09,Recreation and culture,4195598.222801678,7.0,2229.0,2697860766.291877,0.16
Kamonyi,Rural,10,Education,96105.5251526421,3.0,133.0,2697860766.291877,0.0
Kamonyi,Rural,11,Restaurants and hotels,2379418.7665926795,1.0,10000.0,2697860766.291877,0.09
Kamonyi,Rural,12,Miscellaneous,54749153.629389256,77.0,3042.0,2697860766.291877,2.03
Karongi,Urban,01,Food and non-alcoholic beverages,149574148.2509496,45.0,17485.0,733613192.189473,20.39
Karongi,Urban,03,Clothing and footwear,96032844.86089973,23.0,22383.0,733613192.189473,13.09
Karongi,Urban,04,Housing and utilities,51613467.52371664,23.0,12478.0,733613192.189473,7.04
Karongi,Urban,05,Furnishing and household,234270415.8386223,35.0,35037.0,733613192.189473,31.93
Karongi,Urban,06,Health,21513122.80767739,18.0,5939.0,733613192.189473,2.93
Karongi,Urban,07,Transport,3842332.49850007,4.0,6250.0,733613192.189473,0.52
Karongi,Urban,08,Communication,488979.9814626755,5.0,560.0,733613192.189473,0.07
Karongi,Urban,09,Recreation and culture,526048.6184018664,2.0,1250.0,733613192.189473,0.07
Karongi,Urban,10,Education,524250.3194683538,14.0,200.0,733613192.189473,0.07
Karongi,Urban,11,Restaurants and hotels,160844525.63429573,3.0,249667.0,733613192.189473,21.92
Karongi,Urban,12,Miscellaneous,14383055.855478594,13.0,5877.0,733613192.189473,1.96
Karongi,Rural,01,Food and non-alcoholic beverages,696044044.0020915,441.0,8781.0,4745215027.057632,14.67
Karongi,Rural,02,Alcoholic beverages and tobacco,86059.50899314281,2.0,250.0,4745215027.057632,0.0
Karongi,Rural,03,Clothing and footwear,531669490.3727685,184.0,16025.0,4745215027.057632,11.2
Karongi,Rural,04,Housing and utilities,1027839786.7144136,402.0,14076.0,4745215027.057632,21.66
Karongi,Rural,05,Furnishing and household,2190436751.854706,373.0,32603.0,4745215027.057632,46.16
Karongi,Rural,06,Health,144628750.1290225,92.0,8766.0,4745215027.057632,3.05
Karongi,Rural,07,Transport,9465119.398287356,20.0,2680.0,4745215027.057632,0.2
Karongi,Rural,08,Communication,4812846.796024733,70.0,386.0,4745215027.057632,0.1
Karongi,Rural,09,Recreation and culture,3841277.0279897843,9.0,2044.0,4745215027.057632,0.08
Karongi,Rural,10,Education,5596225.525027841,136.0,229.0,4745215027.057632,0.12
Karongi,Rural,11,Restaurants and hotels,30611729.36411032,1.0,170000.0,4745215027.057632,0.65
Karongi,Rural,12,Miscellaneous,100182946.36419728,95.0,5968.0,4745215027.057632,2.11
Rutsiro,Urban,01,Food and non-alcoholic beverages,67236660.05505413,27.0,13869.0,243764970.12285367,27.58
Rutsiro,Urban,02,Alcoholic beverages and tobacco,18100.50925925926,1.0,100.0,243764970.12285367,0.01
Rutsiro,Urban,03,Clothing and footwear,58616874.79427521,15.0,22700.0,243764970.12285367,24.05
Rutsiro,Urban,04,Housing and utilities,30467369.8947696,22.0,7912.0,243764970.12285367,12.5
Rutsiro,Urban,05,Furnishing and household,68003520.71613741,26.0,14735.0,243764970.12285367,27.9
Rutsiro,Urban,06,Health,7095666.931799167,13.0,3072.0,243764970.12285367,2.91
Rutsiro,Urban,07,Transport,579216.2962962963,1.0,3200.0,243764970.12285367,0.24
Rutsiro,Urban,08,Communication,217897.10999239847,4.0,300.0,243764970.12285367,0.09
Rutsiro,Urban,09,Recreation and culture,6567151.155285916,2.0,19500.0,243764970.12285367,2.69
Rutsiro,Urban,10,Education,1522935.5080341732,14.0,614.0,243764970.12285367,0.62
Rutsiro,Urban,12,Miscellaneous,3439577.151950097,11.0,1791.0,243764970.12285367,1.41
Rutsiro,Rural,01,Food and non-alcoholic beverages,1047314075.0578647,459.0,13246.0,3232356492.8184032,32.4
Rutsiro,Rural,02,Alcoholic beverages and tobacco,3007701.401307147,11.0,1645.0,3232356492.8184032,0.09
Rutsiro,Rural,03,Clothing and footwear,441884018.80529106,199.0,12866.0,3232356492.8184032,13.67
Rutsiro,Rural,04,Housing and utilities,405727321.69284,419.0,5612.0,3232356492.8184032,12.55
Rutsiro,Rural,05,Furnishing and household,982524307.8430561,419.0,13635.0,3232356492.8184032,30.4
Rutsiro,Rural,06,Health,177958030.60497597,108.0,9736.0,3232356492.8184032,5.51
Rutsiro,Rural,07,Transport,1999502.970833622,11.0,1091.0,3232356492.8184032,0.06
Rutsiro,Rural,08,Communication,2546943.5550137754,55.0,275.0,3232356492.8184032,0.08
Rutsiro,Rural,09,Recreation and culture,2560589.623407046,10.0,1480.0,3232356492.8184032,0.08
Rutsiro,Rural,10,Education,22519005.593749877,238.0,550.0,3232356492.8184032,0.7
Rutsiro,Rural,11,Restaurants and hotels,41938430.01069611,3.0,78333.0,3232356492.8184032,1.3
Rutsiro,Rural,12,Miscellaneous,102376565.65936834,108.0,5415.0,3232356492.8184032,3.17
Rubavu,Urban,01,Food and non-alcoholic beverages,1483068156.8381786,257.0,21760.0,4022478456.5959826,36.87
Rubavu,Urban,02,Alcoholic beverages and tobacco,61879.08102781442,2.0,125.0,4022478456.5959826,0.0
Rubavu,Urban,03,Clothing and footwear,814175491.849793,118.0,26770.0,4022478456.5959826,20.24
Rubavu,Urban,04,Housing and utilities,505623777.73802495,86.0,22000.0,4022478456.5959826,12.57
Rubavu,Urban,05,Furnishing and household,619396803.7543416,96.0,24239.0,4022478456.5959826,15.4
Rubavu,Urban,06,Health,194295630.41861457,96.0,7960.0,4022478456.5959826,4.83
Rubavu,Urban,07,Transport,22595964.387925595,22.0,4018.0,4022478456.5959826,0.56
Rubavu,Urban,08,Communication,9997350.479073392,44.0,878.0,4022478456.5959826,0.25
Rubavu,Urban,09,Recreation and culture,27443126.481827013,18.0,6222.0,4022478456.5959826,0.68
Rubavu,Urban,10,Education,134195.25862068965,3.0,200.0,4022478456.5959826,0.0
Rubavu,Urban,11,Restaurants and hotels,103586400.78502733,4.0,115500.0,4022478456.5959826,2.58
Rubavu,Urban,12,Miscellaneous,242099679.5235273,77.0,12246.0,4022478456.5959826,6.02
Rubavu,Rural,01,Food and non-alcoholic beverages,718454815.504155,225.0,13091.0,2315344015.249119,31.03
Rubavu,Rural,02,Alcoholic beverages and tobacco,280861.99805384694,4.0,275.0,2315344015.249119,0.01
Rubavu,Rural,03,Clothing and footwear,400464067.8517166,105.0,15608.0,2315344015.249119,17.3
Rubavu,Rural,04,Housing and utilities,428014858.3578343,182.0,9601.0,2315344015.249119,18.49
Rubavu,Rural,05,Furnishing and household,572434020.5284712,112.0,21071.0,2315344015.249119,24.72
Rubavu,Rural,06,Health,139309336.74975905,77.0,7353.0,2315344015.249119,6.02
Rubavu,Rural,07,Transport,5309278.6262622,12.0,1758.0,2315344015.249119,0.23
Rubavu,Rural,08,Communication,6559080.596770003,61.0,435.0,2315344015.249119,0.28
Rubavu,Rural,09,Recreation and culture,2306213.5177588887,14.0,679.0,2315344015.249119,0.1
Rubavu,Rural,10,Education,23581.601677148847,1.0,100.0,2315344015.249119,0.0
Rubavu,Rural,12,Miscellaneous,42187899.91666011,66.0,2631.0,2315344015.249119,1.82
Nyabihu,Urban,01,Food and non-alcoholic beverages,370460830.22860456,116.0,19922.0,1774959891.4040136,20.87
Nyabihu,Urban,03,Clothing and footwear,235670753.09256625,49.0,30208.0,1774959891.4040136,13.28
Nyabihu,Urban,04,Housing and utilities,649175144.1206461,88.0,45819.0,1774959891.4040136,36.57
Nyabihu,Urban,05,Furnishing and household,436101198.1453336,84.0,32257.0,1774959891.4040136,24.57
Nyabihu,Urban,06,Health,46205343.7365856,39.0,7368.0,1774959891.4040136,2.6
Nyabihu,Urban,07,Transport,988780.3400722017,6.0,1033.0,1774959891.4040136,0.06
Nyabihu,Urban,08,Communication,1444463.4421631107,23.0,389.0,1774959891.4040136,0.08
Nyabihu,Urban,09,Recreation and culture,3189267.8291131137,4.0,5275.0,1774959891.4040136,0.18
Nyabihu,Urban,10,Education,225478.7533370584,2.0,700.0,1774959891.4040136,0.01
Nyabihu,Urban,12,Miscellaneous,31498631.715592127,27.0,7337.0,1774959891.4040136,1.77
Nyabihu,Rural,01,Food and non-alcoholic beverages,652995608.0022069,369.0,11532.0,3693217014.352029,17.68
Nyabihu,Rural,02,Alcoholic beverages and tobacco,829240.4777316082,6.0,858.0,3693217014.352029,0.02
Nyabihu,Rural,03,Clothing and footwear,328800582.1675766,130.0,17602.0,3693217014.352029,8.9
Nyabihu,Rural,04,Housing and utilities,1468807680.3293638,348.0,27297.0,3693217014.352029,39.77
Nyabihu,Rural,05,Furnishing and household,1029023571.9702711,255.0,26191.0,3693217014.352029,27.86
Nyabihu,Rural,06,Health,163749715.24212626,102.0,11184.0,3693217014.352029,4.43
Nyabihu,Rural,07,Transport,1151850.6439590016,12.0,608.0,3693217014.352029,0.03
Nyabihu,Rural,08,Communication,5810593.266521165,112.0,336.0,3693217014.352029,0.16
Nyabihu,Rural,09,Recreation and culture,10437661.79744787,7.0,9471.0,3693217014.352029,0.28
Nyabihu,Rural,10,Education,881022.3798895751,14.0,436.0,3693217014.352029,0.02
Nyabihu,Rural,12,Miscellaneous,30729488.074934654,53.0,3855.0,3693217014.352029,0.83
Ngororero,Urban,01,Food and non-alcoholic beverages,49153203.54184327,27.0,11175.0,330335635.57264245,14.88
Ngororero,Urban,03,Clothing and footwear,29618876.343176942,12.0,15050.0,330335635.57264245,8.97
Ngororero,Urban,04,Housing and utilities,7219046.156700806,20.0,2198.0,330335635.57264245,2.19
Ngororero,Urban,05,Furnishing and household,149214067.5363788,25.0,37224.0,330335635.57264245,45.17
Ngororero,Urban,06,Health,9408163.594954954,15.0,3880.0,330335635.57264245,2.85
Ngororero,Urban,07,Transport,76534850.94527365,2.0,246847.0,330335635.57264245,23.17
Ngororero,Urban,08,Communication,77512.4378109453,2.0,250.0,330335635.57264245,0.02
Ngororero,Urban,09,Recreation and culture,155024.87562189056,1.0,1000.0,330335635.57264245,0.05
Ngororero,Urban,10,Education,2746456.0111402823,24.0,708.0,330335635.57264245,0.83
Ngororero,Urban,12,Miscellaneous,6208434.129740884,8.0,4738.0,330335635.57264245,1.88
Ngororero,Rural,01,Food and non-alcoholic beverages,714645895.0337415,457.0,8279.0,3633145976.0079937,19.67
Ngororero,Rural,02,Alcoholic beverages and tobacco,2260433.4945720546,11.0,1127.0,3633145976.0079937,0.06
Ngororero,Rural,03,Clothing and footwear,475324227.46267605,181.0,13898.0,3633145976.0079937,13.08
Ngororero,Rural,04,Housing and utilities,569026725.837431,429.0,6929.0,3633145976.0079937,15.66
Ngororero,Rural,05,Furnishing and household,1587534709.8926973,287.0,29217.0,3633145976.0079937,43.7
Ngororero,Rural,06,Health,115338853.87959166,127.0,4829.0,3633145976.0079937,3.17
Ngororero,Rural,07,Transport,11024535.127823366,18.0,3439.0,3633145976.0079937,0.3
Ngororero,Rural,08,Communication,6242015.712912499,109.0,306.0,3633145976.0079937,0.17
Ngororero,Rural,09,Recreation and culture,7393671.32425342,11.0,3282.0,3633145976.0079937,0.2
Ngororero,Rural,10,Education,57374326.624241084,437.0,702.0,3633145976.0079937,1.58
Ngororero,Rural,11,Restaurants and hotels,19736559.35347112,1.0,105000.0,3633145976.0079937,0.54
Ngororero,Rural,12,Miscellaneous,67244022.26458222,97.0,3618.0,3633145976.0079937,1.85
Rusizi,Urban,01,Food and non-alcoholic beverages,619402754.9115207,161.0,17850.0,2043090465.2614923,30.32
Rusizi,Urban,02,Alcoholic beverages and tobacco,3431019.0322788064,1.0,16665.0,2043090465.2614923,0.17
Rusizi,Urban,03,Clothing and footwear,652458278.3756465,95.0,31533.0,2043090465.2614923,31.93
Rusizi,Urban,04,Housing and utilities,97195693.00134389,77.0,5495.0,2043090465.2614923,4.76
Rusizi,Urban,05,Furnishing and household,369577005.7500685,70.0,24234.0,2043090465.2614923,18.09
Rusizi,Urban,06,Health,192235766.69504556,50.0,17737.0,2043090465.2614923,9.41
Rusizi,Urban,07,Transport,3227095.824756755,14.0,1089.0,2043090465.2614923,0.16
Rusizi,Urban,08,Communication,3171538.814751566,36.0,410.0,2043090465.2614923,0.16
Rusizi,Urban,09,Recreation and culture,8594478.049069772,10.0,3950.0,2043090465.2614923,0.42
Rusizi,Urban,10,Education,7045274.574952548,48.0,681.0,2043090465.2614923,0.34
Rusizi,Urban,12,Miscellaneous,86751560.23205717,54.0,7672.0,2043090465.2614923,4.25
Rusizi,Rural,01,Food and non-alcoholic beverages,783379773.8760124,323.0,11193.0,2839736746.4674172,27.59
Rusizi,Rural,02,Alcoholic beverages and tobacco,3930680.2820624043,6.0,3067.0,2839736746.4674172,0.14
