Province,U_R,COICOP,Category_Name,Weight,Weight_pct,Date,CPI_Index,Year,Month,YearMonth,YoY_pct,MoM_pct
0,0,07,Transport,772.5927231856721,7.72592723185672,2023-10-10,146.59349795214254,2023,10,2023-10,6.744735591198903,1.699207148945825
0,0,07,Transport,772.5927231856721,7.72592723185672,2023-11-10,146.79311463340375,2023,11,2023-11,6.640816180810338,0.13617021494798376
0,0,07,Transport,772.5927231856721,7.72592723185672,2023-12-10,144.78403344137837,2023,12,2023-12,5.2523502340132255,-1.368648112033588
0,0,07,Transport,772.5927231856721,7.72592723185672,2024-01-10,145.02446774640393,2024,1,2024-01,5.022647902181943,0.16606410203574562
0,0,07,Transport,772.5927231856721,7.72592723185672,2024-02-10,146.61448458880665,2024,2,2024-02,6.329443689848269,1.0963783333327592
0,0,07,Transport,772.5927231856721,7.72592723185672,2024-03-10,156.92103825699579,2024,3,2024-03,13.773627604683236,7.029696756834625
0,0,07,Transport,772.5927231856721,7.72592723185672,2024-04-10,170.8239942219912,2024,4,2024-04,23.85461111629208,8.859841943070744
0,0,07,Transport,772.5927231856721,7.72592723185672,2024-05-10,171.5593373553511,2024,5,2024-05,24.18728423568681,0.4304682938184312
0,0,07,Transport,772.5927231856721,7.72592723185672,2024-06-10,170.61008940846344,2024,6,2024-06,22.938869628866154,-0.5533059065863988
0,0,07,Transport,772.5927231856721,7.72592723185672,2024-07-10,170.98308690266916,2024,7,2024-07,21.778346683943226,0.21862569529091935
0,0,07,Transport,772.5927231856721,7.72592723185672,2024-08-10,171.39578438787993,2024,8,2024-08,19.634670634281015,0.24136743153180262
0,0,07,Transport,772.5927231856721,7.72592723185672,2024-09-10,171.53217471993548,2024,9,2024-09,19.000408703303773,0.07957624660528406
0,0,07,Transport,772.5927231856721,7.72592723185672,2024-10-10,171.5148740464394,2024,10,2024-10,17.000328420045463,-0.010085964061457009
0,0,07,Transport,772.5927231856721,7.72592723185672,2024-11-10,171.30245963334437,2024,11,2024-11,16.69652221846334,-0.12384605957702632
0,0,07,Transport,772.5927231856721,7.72592723185672,2024-12-10,171.95403734995767,2024,12,2024-12,18.765884098387243,0.38036681902171576
0,0,07,Transport,772.5927231856721,7.72592723185672,2025-01-10,173.00860261915076,2025,1,2025-01,19.2961472692188,0.6132832269863275
0,0,07,Transport,772.5927231856721,7.72592723185672,2025-02-10,173.72916392287107,2025,2,2025-02,18.49386123759187,0.4164887137470874
0,0,07,Transport,772.5927231856721,7.72592723185672,2025-03-10,175.4953058476135,2025,3,2025-03,11.836696848894102,1.016606472317183
0,0,07,Transport,772.5927231856721,7.72592723185672,2025-04-10,175.94219166406685,2025,4,2025-04,2.9961818100473714,0.2546426038548155
0,0,07,Transport,772.5927231856721,7.72592723185672,2025-05-10,176.50260161615043,2025,5,2025-05,2.881372903976853,0.31851936524331936
0,0,07,Transport,772.5927231856721,7.72592723185672,2025-06-10,176.6912458725291,2025,6,2025-06,3.5643592270246938,0.10687902311430353
0,0,07,Transport,772.5927231856721,7.72592723185672,2025-07-10,180.5790913699859,2025,7,2025-07,5.6122536100773335,2.2003611317912286
0,0,07,Transport,772.5927231856721,7.72592723185672,2025-08-10,180.79164915657256,2025,8,2025-08,5.481969584169688,0.1177089689476718
0,0,07,Transport,772.5927231856721,7.72592723185672,2025-09-10,183.2101406825415,2025,9,2025-09,6.808032359919003,1.3377230293830866
0,0,07,Transport,772.5927231856721,7.72592723185672,2025-10-10,183.4064805530715,2025,10,2025-10,6.933280027604094,0.10716648641748705
0,0,07,Transport,772.5927231856721,7.72592723185672,2025-11-10,184.3324517310318,2025,11,2025-11,7.606424406034096,0.5048737510081391
0,0,07,Transport,772.5927231856721,7.72592723185672,2025-12-10,185.36800446595714,2025,12,2025-12,7.800902684651478,0.5617853639989345
0,0,07,Transport,772.5927231856721,7.72592723185672,2026-01-10,185.454384369695,2026,1,2026-01,7.193735780839483,0.04659914421947242
0,0,07,Transport,772.5927231856721,7.72592723185672,2026-02-10,186.11441712067167,2026,2,2026-02,7.129058195030047,0.3559003219147039
0,0,07,Transport,772.5927231856721,7.72592723185672,2026-03-10,186.93820082236743,2026,3,2026-03,6.520342478385177,0.4426221860940771
0,0,07,Transport,772.5927231856721,7.72592723185672,2026-04-10,222.80314280957523,2026,4,2026-04,26.634288627586145,19.18545371113709
0,0,07,Transport,772.5927231856721,7.72592723185672,2026-05-10,225.8906433464483,2026,5,2026-05,27.98148088361023,1.3857526864025749
0,0,07,Transport,772.5927231856721,7.72592723185672,2026-06-10,228.05367936372517,2026,6,2026-06,29.069031257072364,0.9575589255192973
0,0,07,Transport,772.5927231856721,7.72592723185672,2026-07-10,230.2852150577625,2026,7,2026-07,27.525957357895024,0.9785133483763087
0,0,07,Transport,772.5927231856721,7.72592723185672,2026-08-10,230.58589896364882,2026,8,2026-08,27.54233950482552,0.13057021737625796
0,0,08,Communication,238.1321768462081,2.381321768462081,2009-02-01,111.39903137372717,2009,2,2009-02,,
0,0,08,Communication,238.1321768462081,2.381321768462081,2009-03-01,110.84189420760588,2009,3,2009-03,,-0.5001274779959042
0,0,08,Communication,238.1321768462081,2.381321768462081,2009-04-01,111.08434607558466,2009,4,2009-04,,0.21873666966090166
0,0,08,Communication,238.1321768462081,2.381321768462081,2009-05-01,108.37158892672605,2009,5,2009-05,,-2.4420696927115015
0,0,08,Communication,238.1321768462081,2.381321768462081,2009-06-01,108.77253950569049,2009,6,2009-06,,0.3699775770894531
0,0,08,Communication,238.1321768462081,2.381321768462081,2009-07-01,108.01520133139297,2009,7,2009-07,,-0.6962586124578785
0,0,08,Communication,238.1321768462081,2.381321768462081,2009-08-01,110.25295334046336,2009,8,2009-08,,2.0717010027180516
0,0,08,Communication,238.1321768462081,2.381321768462081,2009-09-01,110.05755973522002,2009,9,2009-09,,-0.17722301246657635
0,0,08,Communication,238.1321768462081,2.381321768462081,2009-10-01,109.97266747999828,2009,10,2009-10,,-0.07713441532410936
0,0,08,Communication,238.1321768462081,2.381321768462081,2009-11-01,109.27504550755349,2009,11,2009-11,,-0.6343594171448808
0,0,08,Communication,238.1321768462081,2.381321768462081,2009-12-01,108.93816317939152,2009,12,2009-12,,-0.3082884354769555
0,0,08,Communication,238.1321768462081,2.381321768462081,2010-01-01,109.50843590840437,2010,1,2010-01,,0.5234829671891594
0,0,08,Communication,238.1321768462081,2.381321768462081,2010-02-01,109.57648201029642,2010,2,2010-02,-1.6360549467583474,0.06213777169548074
0,0,08,Communication,238.1321768462081,2.381321768462081,2010-03-01,109.5298043571873,2010,3,2010-03,-1.1837490326185196,-0.0425982402909475
0,0,08,Communication,238.1321768462081,2.381321768462081,2010-04-01,109.59851780505053,2010,4,2010-04,-1.3375676438902806,0.0627349316165482
0,0,08,Communication,238.1321768462081,2.381321768462081,2010-05-01,109.40249753443625,2010,5,2010-05,0.9512720242638828,-0.17885303062488145
0,0,08,Communication,238.1321768462081,2.381321768462081,2010-06-01,109.82225016908318,2010,6,2010-06,0.9650511683950924,0.3836773785852676
0,0,08,Communication,238.1321768462081,2.381321768462081,2010-07-01,109.87461094061887,2010,7,2010-07,1.7214332670835608,0.04767774422311799
0,0,08,Communication,238.1321768462081,2.381321768462081,2010-08-01,109.86467837477606,2010,8,2010-08,-0.3521674058819091,-0.00903990990982484
0,0,08,Communication,238.1321768462081,2.381321768462081,2010-09-01,110.3025180521732,2010,9,2010-09,0.22257291324876416,0.398526336101912
0,0,08,Communication,238.1321768462081,2.381321768462081,2010-10-01,109.11706874764444,2010,10,2010-10,-0.7780103474433364,-1.0747255143967238
0,0,08,Communication,238.1321768462081,2.381321768462081,2010-11-01,107.70923253185323,2010,11,2010-11,-1.4329099278133195,-1.2902071435286766
0,0,08,Communication,238.1321768462081,2.381321768462081,2010-12-01,107.91695872520106,2010,12,2010-12,-0.9374166264478179,0.1928582986480576
0,0,08,Communication,238.1321768462081,2.381321768462081,2011-01-01,107.92173671723964,2011,1,2011-01,-1.448928731382737,0.004427470987899973
0,0,08,Communication,238.1321768462081,2.381321768462081,2011-02-01,110.53111954972016,2011,2,2011-02,0.8712065964428861,2.417847332569556
0,0,08,Communication,238.1321768462081,2.381321768462081,2011-03-01,112.39738215956248,2011,3,2011-03,2.618079909121107,1.6884499292552757
0,0,08,Communication,238.1321768462081,2.381321768462081,2011-04-01,110.3004642440989,2011,4,2011-04,0.6404707409428445,-1.8656287852743203
0,0,08,Communication,238.1321768462081,2.381321768462081,2011-05-01,112.07635981174121,2011,5,2011-05,2.4440596307806706,1.6100526682391703
0,0,08,Communication,238.1321768462081,2.381321768462081,2011-06-01,111.85705286705488,2011,6,2011-06,1.8528146116464583,-0.1956763630213465
0,0,08,Communication,238.1321768462081,2.381321768462081,2011-07-01,111.74572056613718,2011,7,2011-07,1.7029499440317064,-0.09953087272022154
0,0,08,Communication,238.1321768462081,2.381321768462081,2011-08-01,110.54448651056198,2011,8,2011-08,0.6187686031964956,-1.0749709693484322
0,0,08,Communication,238.1321768462081,2.381321768462081,2011-09-01,105.82013195860203,2011,9,2011-09,-4.063720550287886,-4.273713417184821
0,0,08,Communication,238.1321768462081,2.381321768462081,2011-10-01,105.43598003647702,2011,10,2011-10,-3.373522358523662,-0.3630234767381446
0,0,08,Communication,238.1321768462081,2.381321768462081,2011-11-01,103.16450744382344,2011,11,2011-11,-4.21943874373607,-2.154361909347957
0,0,08,Communication,238.1321768462081,2.381321768462081,2011-12-01,102.97233638803304,2011,12,2011-12,-4.58187702431363,-0.18627632753933643
0,0,08,Communication,238.1321768462081,2.381321768462081,2012-01-01,103.61767896182991,2012,1,2012-01,-3.9881286998619925,0.626714510356452
0,0,08,Communication,238.1321768462081,2.381321768462081,2012-02-01,102.96842991330588,2012,2,2012-02,-6.84213610359059,-0.6265813469564341
0,0,08,Communication,238.1321768462081,2.381321768462081,2012-03-01,104.38433214568983,2012,3,2012-03,-7.129214097261716,1.3750838325650383
0,0,08,Communication,238.1321768462081,2.381321768462081,2012-04-01,104.17782748286139,2012,4,2012-04,-5.550871252624923,-0.19783109072366578
