hhid,cpi_code,cpi_category,total_spend_rwf,province,district,ur,quintile,weight,poverty,total_hh_spend,spend_share_pct
313596.0,10,Education,200.0,Eastern,Kayonza,Rural,Q1,240.3586956521739,Severaly Poor,21100.0,0.95
313597.0,04,Housing and utilities,35150.0,Eastern,Kirehe,Rural,Q1,287.39449541284404,Moderately poor,68755.0,51.12
313597.0,05,Furnishing and household,3000.0,Eastern,Kirehe,Rural,Q1,287.39449541284404,Moderately poor,68755.0,4.36
313598.0,04,Housing and utilities,150.0,Eastern,Kirehe,Rural,Q3,287.39449541284404,Non Poor,6606.543,2.27
313598.0,05,Furnishing and household,3000.0,Eastern,Kirehe,Rural,Q3,287.39449541284404,Non Poor,6606.543,45.41
313599.0,03,Clothing and footwear,15000.0,Eastern,Kirehe,Rural,Q3,287.39449541284404,Non Poor,43025.632,34.86
313599.0,04,Housing and utilities,80.0,Eastern,Kirehe,Rural,Q3,287.39449541284404,Non Poor,43025.632,0.19
313599.0,09,Recreation and culture,600.0,Eastern,Kirehe,Rural,Q3,287.39449541284404,Non Poor,43025.632,1.39
313600.0,03,Clothing and footwear,13000.0,Eastern,Kirehe,Rural,Q1,287.39449541284404,Moderately poor,42153.313,30.84
313600.0,04,Housing and utilities,2400.0,Eastern,Kirehe,Rural,Q1,287.39449541284404,Moderately poor,42153.313,5.69
313600.0,07,Transport,5800.0,Eastern,Kirehe,Rural,Q1,287.39449541284404,Moderately poor,42153.313,13.76
313601.0,04,Housing and utilities,126.0,Eastern,Kirehe,Rural,Q4,287.39449541284404,Non Poor,13790.937,0.91
313601.0,12,Miscellaneous,600.0,Eastern,Kirehe,Rural,Q4,287.39449541284404,Non Poor,13790.937,4.35
313602.0,03,Clothing and footwear,4000.0,Eastern,Kirehe,Rural,Q3,287.39449541284404,Non Poor,13555.86,29.51
313602.0,05,Furnishing and household,3000.0,Eastern,Kirehe,Rural,Q3,287.39449541284404,Non Poor,13555.86,22.13
313603.0,03,Clothing and footwear,33000.0,Eastern,Kirehe,Rural,Q4,287.39449541284404,Non Poor,39971.987,82.56
313603.0,04,Housing and utilities,129.0,Eastern,Kirehe,Rural,Q4,287.39449541284404,Non Poor,39971.987,0.32
313604.0,04,Housing and utilities,150.0,Eastern,Kirehe,Rural,Q5,287.39449541284404,Non Poor,14274.498,1.05
313604.0,05,Furnishing and household,3000.0,Eastern,Kirehe,Rural,Q5,287.39449541284404,Non Poor,14274.498,21.02
313604.0,07,Transport,2500.0,Eastern,Kirehe,Rural,Q5,287.39449541284404,Non Poor,14274.498,17.51
313604.0,12,Miscellaneous,200.0,Eastern,Kirehe,Rural,Q5,287.39449541284404,Non Poor,14274.498,1.4
313605.0,04,Housing and utilities,70.0,Eastern,Kirehe,Rural,Q3,287.39449541284404,Non Poor,87332.875,0.08
313605.0,05,Furnishing and household,43000.0,Eastern,Kirehe,Rural,Q3,287.39449541284404,Non Poor,87332.875,49.24
313606.0,04,Housing and utilities,24150.0,Eastern,Kirehe,Rural,Q4,206.0921052631579,Non Poor,39604.9,60.98
313606.0,08,Communication,100.0,Eastern,Kirehe,Rural,Q4,206.0921052631579,Non Poor,39604.9,0.25
313607.0,04,Housing and utilities,50.0,Eastern,Kirehe,Rural,Q1,206.0921052631579,Moderately poor,9452.992999999999,0.53
313607.0,05,Furnishing and household,1400.0,Eastern,Kirehe,Rural,Q1,206.0921052631579,Moderately poor,9452.992999999999,14.81
313608.0,04,Housing and utilities,50.0,Eastern,Kirehe,Rural,Q2,206.0921052631579,Moderately poor,16193.060000000001,0.31
313608.0,05,Furnishing and household,3000.0,Eastern,Kirehe,Rural,Q2,206.0921052631579,Moderately poor,16193.060000000001,18.53
313608.0,07,Transport,5000.0,Eastern,Kirehe,Rural,Q2,206.0921052631579,Moderately poor,16193.060000000001,30.88
313609.0,04,Housing and utilities,100.0,Eastern,Kirehe,Rural,Q4,206.0921052631579,Non Poor,37761.75,0.26
313609.0,05,Furnishing and household,16000.0,Eastern,Kirehe,Rural,Q4,206.0921052631579,Non Poor,37761.75,42.37
313610.0,04,Housing and utilities,37100.0,Eastern,Kirehe,Rural,Q3,206.0921052631579,Non Poor,40322.57,92.01
313611.0,04,Housing and utilities,150.0,Eastern,Kirehe,Rural,Q4,206.0921052631579,Non Poor,10415.49,1.44
313611.0,05,Furnishing and household,3000.0,Eastern,Kirehe,Rural,Q4,206.0921052631579,Non Poor,10415.49,28.8
313611.0,08,Communication,100.0,Eastern,Kirehe,Rural,Q4,206.0921052631579,Non Poor,10415.49,0.96
313612.0,04,Housing and utilities,160.0,Eastern,Kirehe,Rural,Q3,206.0921052631579,Non Poor,20983.89,0.76
313613.0,03,Clothing and footwear,8500.0,Eastern,Kirehe,Rural,Q4,206.0921052631579,Non Poor,15850.75,53.63
313613.0,04,Housing and utilities,150.0,Eastern,Kirehe,Rural,Q4,206.0921052631579,Non Poor,15850.75,0.95
313613.0,05,Furnishing and household,3000.0,Eastern,Kirehe,Rural,Q4,206.0921052631579,Non Poor,15850.75,18.93
313613.0,06,Health,3000.0,Eastern,Kirehe,Rural,Q4,206.0921052631579,Non Poor,15850.75,18.93
313614.0,04,Housing and utilities,45.0,Eastern,Kirehe,Rural,Q3,206.0921052631579,Non Poor,27059.75,0.17
313614.0,05,Furnishing and household,3000.0,Eastern,Kirehe,Rural,Q3,206.0921052631579,Non Poor,27059.75,11.09
313614.0,12,Miscellaneous,2000.0,Eastern,Kirehe,Rural,Q3,206.0921052631579,Non Poor,27059.75,7.39
313615.0,03,Clothing and footwear,64000.0,Eastern,Kirehe,Rural,Q5,207.02004357298478,Non Poor,100607.0,63.61
313615.0,05,Furnishing and household,15000.0,Eastern,Kirehe,Rural,Q5,207.02004357298478,Non Poor,100607.0,14.91
313615.0,08,Communication,500.0,Eastern,Kirehe,Rural,Q5,207.02004357298478,Non Poor,100607.0,0.5
313615.0,12,Miscellaneous,7500.0,Eastern,Kirehe,Rural,Q5,207.02004357298478,Non Poor,100607.0,7.45
313616.0,04,Housing and utilities,28150.0,Eastern,Kirehe,Rural,Q3,207.02004357298478,Non Poor,56658.375,49.68
313616.0,05,Furnishing and household,3000.0,Eastern,Kirehe,Rural,Q3,207.02004357298478,Non Poor,56658.375,5.29
313617.0,04,Housing and utilities,700.0,Eastern,Kirehe,Rural,Q3,207.02004357298478,Non Poor,7111.837,9.84
313618.0,05,Furnishing and household,10000.0,Eastern,Kirehe,Rural,Q5,207.02004357298478,Non Poor,18101.0,55.25
313619.0,03,Clothing and footwear,500.0,Eastern,Kirehe,Rural,Q2,207.02004357298478,Non Poor,10889.776,4.59
313619.0,04,Housing and utilities,100.0,Eastern,Kirehe,Rural,Q2,207.02004357298478,Non Poor,10889.776,0.92
313619.0,05,Furnishing and household,800.0,Eastern,Kirehe,Rural,Q2,207.02004357298478,Non Poor,10889.776,7.35
313620.0,04,Housing and utilities,80.0,Eastern,Kirehe,Rural,Q4,207.02004357298478,Non Poor,9080.0,0.88
313621.0,03,Clothing and footwear,18000.0,Eastern,Kirehe,Rural,Q4,207.02004357298478,Non Poor,70339.821,25.59
313621.0,04,Housing and utilities,35090.0,Eastern,Kirehe,Rural,Q4,207.02004357298478,Non Poor,70339.821,49.89
313621.0,05,Furnishing and household,13000.0,Eastern,Kirehe,Rural,Q4,207.02004357298478,Non Poor,70339.821,18.48
313622.0,03,Clothing and footwear,15000.0,Eastern,Kirehe,Rural,Q3,207.02004357298478,Non Poor,29256.565,51.27
313622.0,04,Housing and utilities,1650.0,Eastern,Kirehe,Rural,Q3,207.02004357298478,Non Poor,29256.565,5.64
313622.0,05,Furnishing and household,3000.0,Eastern,Kirehe,Rural,Q3,207.02004357298478,Non Poor,29256.565,10.25
313622.0,12,Miscellaneous,4000.0,Eastern,Kirehe,Rural,Q3,207.02004357298478,Non Poor,29256.565,13.67
313623.0,04,Housing and utilities,15080.0,Eastern,Kirehe,Rural,Q2,207.02004357298478,Non Poor,21160.023,71.27
313624.0,03,Clothing and footwear,146000.0,Eastern,Kirehe,Rural,Q3,200.73048827374086,Non Poor,225208.375,64.83
313624.0,04,Housing and utilities,49085.0,Eastern,Kirehe,Rural,Q3,200.73048827374086,Non Poor,225208.375,21.8
313624.0,05,Furnishing and household,16000.0,Eastern,Kirehe,Rural,Q3,200.73048827374086,Non Poor,225208.375,7.1
313624.0,12,Miscellaneous,10000.0,Eastern,Kirehe,Rural,Q3,200.73048827374086,Non Poor,225208.375,4.44
313625.0,04,Housing and utilities,51085.0,Eastern,Kirehe,Rural,Q1,200.73048827374086,Moderately poor,80551.51,63.42
313625.0,05,Furnishing and household,16000.0,Eastern,Kirehe,Rural,Q1,200.73048827374086,Moderately poor,80551.51,19.86
313625.0,08,Communication,100.0,Eastern,Kirehe,Rural,Q1,200.73048827374086,Moderately poor,80551.51,0.12
313626.0,04,Housing and utilities,45050.0,Eastern,Kirehe,Rural,Q5,200.73048827374086,Non Poor,54112.01,83.25
313627.0,04,Housing and utilities,45050.0,Eastern,Kirehe,Rural,Q4,200.73048827374086,Non Poor,60724.943,74.19
313628.0,03,Clothing and footwear,4000.0,Eastern,Kirehe,Rural,Q1,200.73048827374086,Moderately poor,56030.063,7.14
313628.0,04,Housing and utilities,45050.0,Eastern,Kirehe,Rural,Q1,200.73048827374086,Moderately poor,56030.063,80.4
313629.0,03,Clothing and footwear,14500.0,Eastern,Kirehe,Rural,Q2,200.73048827374086,Non Poor,68697.65,21.11
313629.0,04,Housing and utilities,35040.0,Eastern,Kirehe,Rural,Q2,200.73048827374086,Non Poor,68697.65,51.01
313629.0,05,Furnishing and household,13900.0,Eastern,Kirehe,Rural,Q2,200.73048827374086,Non Poor,68697.65,20.23
313629.0,08,Communication,400.0,Eastern,Kirehe,Rural,Q2,200.73048827374086,Non Poor,68697.65,0.58
313629.0,12,Miscellaneous,400.0,Eastern,Kirehe,Rural,Q2,200.73048827374086,Non Poor,68697.65,0.58
313630.0,04,Housing and utilities,35120.0,Eastern,Kirehe,Rural,Q3,200.73048827374086,Non Poor,44075.585999999996,79.68
313631.0,03,Clothing and footwear,5000.0,Eastern,Kirehe,Rural,Q3,200.73048827374086,Non Poor,61958.701,8.07
313631.0,04,Housing and utilities,35100.0,Eastern,Kirehe,Rural,Q3,200.73048827374086,Non Poor,61958.701,56.65
313632.0,02,Alcoholic beverages and tobacco,100.0,Eastern,Kirehe,Rural,Q5,200.73048827374086,Non Poor,53794.5,0.19
313632.0,04,Housing and utilities,49135.0,Eastern,Kirehe,Rural,Q5,200.73048827374086,Non Poor,53794.5,91.34
313632.0,05,Furnishing and household,3100.0,Eastern,Kirehe,Rural,Q5,200.73048827374086,Non Poor,53794.5,5.76
313633.0,03,Clothing and footwear,54300.0,Eastern,Kirehe,Urban,Q2,307.5608048993875,Non Poor,91075.0,59.62
313633.0,04,Housing and utilities,200.0,Eastern,Kirehe,Urban,Q2,307.5608048993875,Non Poor,91075.0,0.22
313633.0,05,Furnishing and household,11000.0,Eastern,Kirehe,Urban,Q2,307.5608048993875,Non Poor,91075.0,12.08
313633.0,06,Health,16000.0,Eastern,Kirehe,Urban,Q2,307.5608048993875,Non Poor,91075.0,17.57
313634.0,08,Communication,400.0,Eastern,Kirehe,Urban,Q4,307.5608048993875,Non Poor,12601.25,3.17
313635.0,03,Clothing and footwear,5000.0,Eastern,Kirehe,Urban,Q3,307.5608048993875,Non Poor,27181.02,18.4
313635.0,04,Housing and utilities,80.0,Eastern,Kirehe,Urban,Q3,307.5608048993875,Non Poor,27181.02,0.29
313635.0,06,Health,9000.0,Eastern,Kirehe,Urban,Q3,307.5608048993875,Non Poor,27181.02,33.11
313636.0,04,Housing and utilities,6042.0,Eastern,Kirehe,Urban,Q1,307.5608048993875,Moderately poor,56549.0,10.68
313636.0,05,Furnishing and household,36000.0,Eastern,Kirehe,Urban,Q1,307.5608048993875,Moderately poor,56549.0,63.66
313637.0,03,Clothing and footwear,12000.0,Eastern,Kirehe,Urban,Q2,307.5608048993875,Non Poor,31867.25,37.66
313637.0,04,Housing and utilities,150.0,Eastern,Kirehe,Urban,Q2,307.5608048993875,Non Poor,31867.25,0.47
313637.0,05,Furnishing and household,3000.0,Eastern,Kirehe,Urban,Q2,307.5608048993875,Non Poor,31867.25,9.41
313638.0,03,Clothing and footwear,500.0,Eastern,Kirehe,Urban,Q3,307.5608048993875,Non Poor,21751.08,2.3
313638.0,04,Housing and utilities,1000.0,Eastern,Kirehe,Urban,Q3,307.5608048993875,Non Poor,21751.08,4.6
313638.0,05,Furnishing and household,5000.0,Eastern,Kirehe,Urban,Q3,307.5608048993875,Non Poor,21751.08,22.99
313638.0,08,Communication,300.0,Eastern,Kirehe,Urban,Q3,307.5608048993875,Non Poor,21751.08,1.38
313638.0,12,Miscellaneous,500.0,Eastern,Kirehe,Urban,Q3,307.5608048993875,Non Poor,21751.08,2.3
313639.0,03,Clothing and footwear,38000.0,Eastern,Kirehe,Urban,Q4,307.5608048993875,Non Poor,48746.796,77.95
313639.0,04,Housing and utilities,3770.0,Eastern,Kirehe,Urban,Q4,307.5608048993875,Non Poor,48746.796,7.73
313640.0,04,Housing and utilities,17000.0,Eastern,Kirehe,Urban,Q1,307.5608048993875,Severaly Poor,26311.501,64.61
313640.0,05,Furnishing and household,3200.0,Eastern,Kirehe,Urban,Q1,307.5608048993875,Severaly Poor,26311.501,12.16
313640.0,07,Transport,1500.0,Eastern,Kirehe,Urban,Q1,307.5608048993875,Severaly Poor,26311.501,5.7
313641.0,04,Housing and utilities,1050.0,Eastern,Kirehe,Urban,Q1,307.5608048993875,Moderately poor,18600.625,5.64
313641.0,12,Miscellaneous,200.0,Eastern,Kirehe,Urban,Q1,307.5608048993875,Moderately poor,18600.625,1.08
313642.0,03,Clothing and footwear,7500.0,Eastern,Kirehe,Rural,Q5,194.3928178012778,Non Poor,28957.5,25.9
313642.0,04,Housing and utilities,150.0,Eastern,Kirehe,Rural,Q5,194.3928178012778,Non Poor,28957.5,0.52
313642.0,05,Furnishing and household,3000.0,Eastern,Kirehe,Rural,Q5,194.3928178012778,Non Poor,28957.5,10.36
313642.0,07,Transport,1000.0,Eastern,Kirehe,Rural,Q5,194.3928178012778,Non Poor,28957.5,3.45
313642.0,09,Recreation and culture,200.0,Eastern,Kirehe,Rural,Q5,194.3928178012778,Non Poor,28957.5,0.69
313643.0,03,Clothing and footwear,4500.0,Eastern,Kirehe,Rural,Q4,194.3928178012778,Non Poor,10368.884,43.4
313643.0,04,Housing and utilities,150.0,Eastern,Kirehe,Rural,Q4,194.3928178012778,Non Poor,10368.884,1.45
313643.0,05,Furnishing and household,3000.0,Eastern,Kirehe,Rural,Q4,194.3928178012778,Non Poor,10368.884,28.93
313643.0,08,Communication,400.0,Eastern,Kirehe,Rural,Q4,194.3928178012778,Non Poor,10368.884,3.86
313644.0,04,Housing and utilities,150.0,Eastern,Kirehe,Rural,Q3,194.3928178012778,Non Poor,11893.252,1.26
313644.0,05,Furnishing and household,3000.0,Eastern,Kirehe,Rural,Q3,194.3928178012778,Non Poor,11893.252,25.22
313645.0,03,Clothing and footwear,20000.0,Eastern,Kirehe,Rural,Q5,194.3928178012778,Non Poor,57694.415,34.67
313645.0,04,Housing and utilities,80.0,Eastern,Kirehe,Rural,Q5,194.3928178012778,Non Poor,57694.415,0.14
313645.0,12,Miscellaneous,19500.0,Eastern,Kirehe,Rural,Q5,194.3928178012778,Non Poor,57694.415,33.8
313646.0,04,Housing and utilities,1500.0,Eastern,Kirehe,Rural,Q2,194.3928178012778,Moderately poor,13917.655,10.78
313646.0,05,Furnishing and household,2000.0,Eastern,Kirehe,Rural,Q2,194.3928178012778,Moderately poor,13917.655,14.37
313646.0,08,Communication,200.0,Eastern,Kirehe,Rural,Q2,194.3928178012778,Moderately poor,13917.655,1.44
313647.0,04,Housing and utilities,15000.0,Eastern,Kirehe,Rural,Q4,194.3928178012778,Non Poor,38514.304000000004,38.95
313647.0,08,Communication,300.0,Eastern,Kirehe,Rural,Q4,194.3928178012778,Non Poor,38514.304000000004,0.78
313647.0,12,Miscellaneous,200.0,Eastern,Kirehe,Rural,Q4,194.3928178012778,Non Poor,38514.304000000004,0.52
313648.0,04,Housing and utilities,85.0,Eastern,Kirehe,Rural,Q3,194.3928178012778,Non Poor,25854.65,0.33
313648.0,05,Furnishing and household,13000.0,Eastern,Kirehe,Rural,Q3,194.3928178012778,Non Poor,25854.65,50.28
313648.0,12,Miscellaneous,7000.0,Eastern,Kirehe,Rural,Q3,194.3928178012778,Non Poor,25854.65,27.07
313649.0,04,Housing and utilities,70.0,Eastern,Kirehe,Rural,Q2,194.3928178012778,Non Poor,5140.88,1.36
313650.0,04,Housing and utilities,60.0,Eastern,Kirehe,Rural,Q4,194.3928178012778,Non Poor,1815.363,3.31
313650.0,08,Communication,200.0,Eastern,Kirehe,Rural,Q4,194.3928178012778,Non Poor,1815.363,11.02
313651.0,03,Clothing and footwear,30000.0,Eastern,Kirehe,Rural,Q2,231.50155971479498,Moderately poor,70414.25,42.61
313651.0,05,Furnishing and household,17000.0,Eastern,Kirehe,Rural,Q2,231.50155971479498,Moderately poor,70414.25,24.14
313651.0,06,Health,500.0,Eastern,Kirehe,Rural,Q2,231.50155971479498,Moderately poor,70414.25,0.71
313651.0,12,Miscellaneous,500.0,Eastern,Kirehe,Rural,Q2,231.50155971479498,Moderately poor,70414.25,0.71
313652.0,04,Housing and utilities,300.0,Eastern,Kirehe,Rural,Q5,231.50155971479498,Non Poor,44306.41,0.68
313652.0,05,Furnishing and household,17000.0,Eastern,Kirehe,Rural,Q5,231.50155971479498,Non Poor,44306.41,38.37
313653.0,05,Furnishing and household,4200.0,Eastern,Kirehe,Rural,Q5,231.50155971479498,Non Poor,32820.772,12.8
313653.0,06,Health,500.0,Eastern,Kirehe,Rural,Q5,231.50155971479498,Non Poor,32820.772,1.52
313653.0,09,Recreation and culture,400.0,Eastern,Kirehe,Rural,Q5,231.50155971479498,Non Poor,32820.772,1.22
313654.0,03,Clothing and footwear,13500.0,Eastern,Kirehe,Rural,Q1,231.50155971479498,Severaly Poor,20003.3,67.49
313654.0,04,Housing and utilities,50.0,Eastern,Kirehe,Rural,Q1,231.50155971479498,Severaly Poor,20003.3,0.25
313654.0,05,Furnishing and household,100.0,Eastern,Kirehe,Rural,Q1,231.50155971479498,Severaly Poor,20003.3,0.5
313654.0,06,Health,400.0,Eastern,Kirehe,Rural,Q1,231.50155971479498,Severaly Poor,20003.3,2.0
313654.0,08,Communication,100.0,Eastern,Kirehe,Rural,Q1,231.50155971479498,Severaly Poor,20003.3,0.5
313655.0,03,Clothing and footwear,8000.0,Eastern,Kirehe,Rural,Q5,231.50155971479498,Non Poor,23350.3,34.26
313656.0,03,Clothing and footwear,26000.0,Eastern,Kirehe,Rural,Q1,231.50155971479498,Moderately poor,48922.801,53.14
313656.0,04,Housing and utilities,10500.0,Eastern,Kirehe,Rural,Q1,231.50155971479498,Moderately poor,48922.801,21.46
313656.0,05,Furnishing and household,1500.0,Eastern,Kirehe,Rural,Q1,231.50155971479498,Moderately poor,48922.801,3.07
313656.0,06,Health,220.0,Eastern,Kirehe,Rural,Q1,231.50155971479498,Moderately poor,48922.801,0.45
313656.0,08,Communication,200.0,Eastern,Kirehe,Rural,Q1,231.50155971479498,Moderately poor,48922.801,0.41
313656.0,12,Miscellaneous,800.0,Eastern,Kirehe,Rural,Q1,231.50155971479498,Moderately poor,48922.801,1.64
313658.0,03,Clothing and footwear,13700.0,Eastern,Kirehe,Rural,Q1,231.50155971479498,Moderately poor,24449.0,56.04
313658.0,04,Housing and utilities,166.0,Eastern,Kirehe,Rural,Q1,231.50155971479498,Moderately poor,24449.0,0.68
313660.0,04,Housing and utilities,150.0,Eastern,Kirehe,Rural,Q3,204.7450980392157,Non Poor,18415.25,0.81
313660.0,05,Furnishing and household,4000.0,Eastern,Kirehe,Rural,Q3,204.7450980392157,Non Poor,18415.25,21.72
313661.0,03,Clothing and footwear,26000.0,Eastern,Kirehe,Rural,Q5,204.7450980392157,Non Poor,32600.0,79.75
313661.0,05,Furnishing and household,4000.0,Eastern,Kirehe,Rural,Q5,204.7450980392157,Non Poor,32600.0,12.27
313661.0,09,Recreation and culture,2500.0,Eastern,Kirehe,Rural,Q5,204.7450980392157,Non Poor,32600.0,7.67
313662.0,03,Clothing and footwear,5000.0,Eastern,Kirehe,Rural,Q4,204.7450980392157,Non Poor,50001.0,10.0
313662.0,04,Housing and utilities,3000.0,Eastern,Kirehe,Rural,Q4,204.7450980392157,Non Poor,50001.0,6.0
313662.0,07,Transport,300.0,Eastern,Kirehe,Rural,Q4,204.7450980392157,Non Poor,50001.0,0.6
313662.0,08,Communication,300.0,Eastern,Kirehe,Rural,Q4,204.7450980392157,Non Poor,50001.0,0.6
313662.0,12,Miscellaneous,8000.0,Eastern,Kirehe,Rural,Q4,204.7450980392157,Non Poor,50001.0,16.0
313663.0,04,Housing and utilities,50.0,Eastern,Kirehe,Rural,Q4,204.7450980392157,Non Poor,35774.251000000004,0.14
313663.0,12,Miscellaneous,2000.0,Eastern,Kirehe,Rural,Q4,204.7450980392157,Non Poor,35774.251000000004,5.59
313664.0,05,Furnishing and household,1000.0,Eastern,Kirehe,Rural,Q3,204.7450980392157,Non Poor,16213.539,6.17
313665.0,04,Housing and utilities,120.0,Eastern,Kirehe,Rural,Q4,204.7450980392157,Non Poor,1877.3400000000001,6.39
313666.0,04,Housing and utilities,5000.0,Eastern,Kirehe,Rural,Q5,204.7450980392157,Non Poor,51500.0,9.71
313666.0,05,Furnishing and household,13000.0,Eastern,Kirehe,Rural,Q5,204.7450980392157,Non Poor,51500.0,25.24
313666.0,12,Miscellaneous,2000.0,Eastern,Kirehe,Rural,Q5,204.7450980392157,Non Poor,51500.0,3.88
313667.0,03,Clothing and footwear,46000.0,Eastern,Kirehe,Rural,Q5,204.7450980392157,Non Poor,70525.75,65.22
313667.0,04,Housing and utilities,1650.0,Eastern,Kirehe,Rural,Q5,204.7450980392157,Non Poor,70525.75,2.34
313667.0,05,Furnishing and household,13000.0,Eastern,Kirehe,Rural,Q5,204.7450980392157,Non Poor,70525.75,18.43
313668.0,02,Alcoholic beverages and tobacco,800.0,Eastern,Kirehe,Rural,Q3,204.7450980392157,Non Poor,15667.455,5.11
313668.0,04,Housing and utilities,860.0,Eastern,Kirehe,Rural,Q3,204.7450980392157,Non Poor,15667.455,5.49
313669.0,03,Clothing and footwear,17000.0,Eastern,Kirehe,Rural,Q3,226.29721362229105,Non Poor,1112718.203,1.53
313669.0,04,Housing and utilities,35067.0,Eastern,Kirehe,Rural,Q3,226.29721362229105,Non Poor,1112718.203,3.15
313669.0,05,Furnishing and household,26000.0,Eastern,Kirehe,Rural,Q3,226.29721362229105,Non Poor,1112718.203,2.34
313669.0,06,Health,1024000.0,Eastern,Kirehe,Rural,Q3,226.29721362229105,Non Poor,1112718.203,92.03
313669.0,12,Miscellaneous,2000.0,Eastern,Kirehe,Rural,Q3,226.29721362229105,Non Poor,1112718.203,0.18
313670.0,04,Housing and utilities,35070.0,Eastern,Kirehe,Rural,Q4,226.29721362229105,Non Poor,85689.5,40.93
313670.0,05,Furnishing and household,30000.0,Eastern,Kirehe,Rural,Q4,226.29721362229105,Non Poor,85689.5,35.01
313671.0,03,Clothing and footwear,1500.0,Eastern,Kirehe,Rural,Q4,226.29721362229105,Non Poor,19687.505,7.62
313671.0,04,Housing and utilities,100.0,Eastern,Kirehe,Rural,Q4,226.29721362229105,Non Poor,19687.505,0.51
313671.0,05,Furnishing and household,13000.0,Eastern,Kirehe,Rural,Q4,226.29721362229105,Non Poor,19687.505,66.03
313672.0,03,Clothing and footwear,7000.0,Eastern,Kirehe,Rural,Q2,226.29721362229105,Non Poor,79944.751,8.76
313672.0,04,Housing and utilities,45070.0,Eastern,Kirehe,Rural,Q2,226.29721362229105,Non Poor,79944.751,56.38
313672.0,05,Furnishing and household,2200.0,Eastern,Kirehe,Rural,Q2,226.29721362229105,Non Poor,79944.751,2.75
313673.0,03,Clothing and footwear,17200.0,Eastern,Kirehe,Rural,Q2,226.29721362229105,Non Poor,98490.251,17.46
313673.0,04,Housing and utilities,45075.0,Eastern,Kirehe,Rural,Q2,226.29721362229105,Non Poor,98490.251,45.77
313673.0,05,Furnishing and household,3700.0,Eastern,Kirehe,Rural,Q2,226.29721362229105,Non Poor,98490.251,3.76
313673.0,08,Communication,200.0,Eastern,Kirehe,Rural,Q2,226.29721362229105,Non Poor,98490.251,0.2
313673.0,12,Miscellaneous,5550.0,Eastern,Kirehe,Rural,Q2,226.29721362229105,Non Poor,98490.251,5.64
313674.0,03,Clothing and footwear,4000.0,Eastern,Kirehe,Rural,Q3,226.29721362229105,Non Poor,62149.002,6.44
313674.0,04,Housing and utilities,45320.0,Eastern,Kirehe,Rural,Q3,226.29721362229105,Non Poor,62149.002,72.92
313674.0,08,Communication,2800.0,Eastern,Kirehe,Rural,Q3,226.29721362229105,Non Poor,62149.002,4.51
313675.0,03,Clothing and footwear,2000.0,Eastern,Kirehe,Rural,Q3,226.29721362229105,Non Poor,55499.0,3.6
313675.0,04,Housing and utilities,45149.0,Eastern,Kirehe,Rural,Q3,226.29721362229105,Non Poor,55499.0,81.35
313675.0,05,Furnishing and household,3000.0,Eastern,Kirehe,Rural,Q3,226.29721362229105,Non Poor,55499.0,5.41
313676.0,03,Clothing and footwear,16500.0,Eastern,Kirehe,Rural,Q4,226.29721362229105,Non Poor,119448.5,13.81
313676.0,04,Housing and utilities,77085.0,Eastern,Kirehe,Rural,Q4,226.29721362229105,Non Poor,119448.5,64.53
313676.0,05,Furnishing and household,16000.0,Eastern,Kirehe,Rural,Q4,226.29721362229105,Non Poor,119448.5,13.39
313676.0,12,Miscellaneous,2000.0,Eastern,Kirehe,Rural,Q4,226.29721362229105,Non Poor,119448.5,1.67
313677.0,04,Housing and utilities,45149.0,Eastern,Kirehe,Rural,Q3,226.29721362229105,Non Poor,73000.0,61.85
313677.0,05,Furnishing and household,3000.0,Eastern,Kirehe,Rural,Q3,226.29721362229105,Non Poor,73000.0,4.11
313678.0,03,Clothing and footwear,4000.0,Eastern,Kirehe,Rural,Q3,195.73116290541375,Non Poor,11280.875,35.46
313678.0,04,Housing and utilities,150.0,Eastern,Kirehe,Rural,Q3,195.73116290541375,Non Poor,11280.875,1.33
313678.0,06,Health,2000.0,Eastern,Kirehe,Rural,Q3,195.73116290541375,Non Poor,11280.875,17.73
313678.0,08,Communication,400.0,Eastern,Kirehe,Rural,Q3,195.73116290541375,Non Poor,11280.875,3.55
313678.0,09,Recreation and culture,300.0,Eastern,Kirehe,Rural,Q3,195.73116290541375,Non Poor,11280.875,2.66
313679.0,03,Clothing and footwear,27000.0,Eastern,Kirehe,Rural,Q5,195.73116290541375,Non Poor,196115.5,13.77
313679.0,04,Housing and utilities,43307.0,Eastern,Kirehe,Rural,Q5,195.73116290541375,Non Poor,196115.5,22.08
313679.0,05,Furnishing and household,65000.0,Eastern,Kirehe,Rural,Q5,195.73116290541375,Non Poor,196115.5,33.14
313679.0,06,Health,50000.0,Eastern,Kirehe,Rural,Q5,195.73116290541375,Non Poor,196115.5,25.5
313679.0,07,Transport,4000.0,Eastern,Kirehe,Rural,Q5,195.73116290541375,Non Poor,196115.5,2.04
313679.0,12,Miscellaneous,50.0,Eastern,Kirehe,Rural,Q5,195.73116290541375,Non Poor,196115.5,0.03
313680.0,03,Clothing and footwear,2000.0,Eastern,Kirehe,Rural,Q3,195.73116290541375,Non Poor,29958.25,6.68
313680.0,04,Housing and utilities,150.0,Eastern,Kirehe,Rural,Q3,195.73116290541375,Non Poor,29958.25,0.5
313680.0,05,Furnishing and household,16000.0,Eastern,Kirehe,Rural,Q3,195.73116290541375,Non Poor,29958.25,53.41
