hhid,province,district,ur,quintile,weight,poverty,epov_jan,strata_id
304588.0,Southern,Ruhango,Rural,Q4,181.1376357560568,Non Poor,Non Extreme Poor,262
304589.0,Southern,Ruhango,Rural,Q4,181.1376357560568,Non Poor,Non Extreme Poor,262
304590.0,Southern,Ruhango,Rural,Q4,181.1376357560568,Non Poor,Non Extreme Poor,262
304591.0,Southern,Ruhango,Rural,Q4,181.1376357560568,Non Poor,Non Extreme Poor,262
304592.0,Southern,Ruhango,Rural,Q4,181.1376357560568,Non Poor,Non Extreme Poor,262
304593.0,Southern,Ruhango,Rural,Q2,183.5507596685083,Non Poor,Non Extreme Poor,262
304594.0,Southern,Ruhango,Rural,Q2,183.5507596685083,Moderately poor,Non Extreme Poor,262
304595.0,Southern,Ruhango,Rural,Q2,183.5507596685083,Non Poor,Non Extreme Poor,262
304596.0,Southern,Ruhango,Rural,Q4,183.5507596685083,Non Poor,Non Extreme Poor,262
304597.0,Southern,Ruhango,Rural,Q4,183.5507596685083,Non Poor,Non Extreme Poor,262
304598.0,Southern,Ruhango,Rural,Q3,183.5507596685083,Non Poor,Non Extreme Poor,262
304599.0,Southern,Ruhango,Rural,Q4,183.5507596685083,Non Poor,Non Extreme Poor,262
304600.0,Southern,Ruhango,Rural,Q2,183.5507596685083,Non Poor,Non Extreme Poor,262
304601.0,Southern,Ruhango,Rural,Q5,183.5507596685083,Non Poor,Non Extreme Poor,262
304602.0,Southern,Ruhango,Rural,Q3,187.4073869223205,Non Poor,Non Extreme Poor,262
304603.0,Southern,Ruhango,Rural,Q4,187.4073869223205,Non Poor,Non Extreme Poor,262
304604.0,Southern,Ruhango,Rural,Q4,187.4073869223205,Non Poor,Non Extreme Poor,262
304605.0,Southern,Ruhango,Rural,Q1,187.4073869223205,Moderately poor,Non Extreme Poor,262
304606.0,Southern,Ruhango,Rural,Q3,187.4073869223205,Non Poor,Non Extreme Poor,262
304607.0,Southern,Ruhango,Rural,Q2,187.4073869223205,Non Poor,Non Extreme Poor,262
304608.0,Southern,Ruhango,Rural,Q4,187.4073869223205,Non Poor,Non Extreme Poor,262
304609.0,Southern,Ruhango,Rural,Q4,187.4073869223205,Non Poor,Non Extreme Poor,262
304610.0,Southern,Ruhango,Rural,Q3,187.4073869223205,Non Poor,Non Extreme Poor,262
304611.0,Southern,Ruhango,Rural,Q4,193.05507208157525,Non Poor,Non Extreme Poor,262
304612.0,Southern,Ruhango,Rural,Q3,193.05507208157525,Non Poor,Non Extreme Poor,262
304613.0,Southern,Ruhango,Rural,Q3,193.05507208157525,Non Poor,Non Extreme Poor,262
304614.0,Southern,Ruhango,Rural,Q2,193.05507208157525,Non Poor,Non Extreme Poor,262
304615.0,Southern,Ruhango,Rural,Q1,193.05507208157525,Severaly Poor,1.0,262
304616.0,Southern,Ruhango,Rural,Q2,193.05507208157525,Non Poor,Non Extreme Poor,262
304617.0,Southern,Ruhango,Rural,Q1,193.05507208157525,Moderately poor,Non Extreme Poor,262
304618.0,Southern,Ruhango,Rural,Q5,193.05507208157525,Non Poor,Non Extreme Poor,262
304619.0,Southern,Ruhango,Rural,Q2,193.05507208157525,Moderately poor,Non Extreme Poor,262
304620.0,Southern,Ruhango,Rural,Q1,216.70219017094018,Moderately poor,Non Extreme Poor,262
304621.0,Southern,Ruhango,Rural,Q5,216.70219017094018,Non Poor,Non Extreme Poor,262
304622.0,Southern,Ruhango,Rural,Q4,216.70219017094018,Non Poor,Non Extreme Poor,262
304623.0,Southern,Ruhango,Rural,Q5,216.70219017094018,Non Poor,Non Extreme Poor,262
304624.0,Southern,Ruhango,Rural,Q1,216.70219017094018,Severaly Poor,1.0,262
304625.0,Southern,Ruhango,Rural,Q5,216.70219017094018,Non Poor,Non Extreme Poor,262
304626.0,Southern,Ruhango,Rural,Q2,216.70219017094018,Non Poor,Non Extreme Poor,262
304627.0,Southern,Ruhango,Rural,Q4,216.70219017094018,Non Poor,Non Extreme Poor,262
304628.0,Southern,Ruhango,Rural,Q4,216.70219017094018,Non Poor,Non Extreme Poor,262
304629.0,Southern,Ruhango,Rural,Q3,188.44157268170426,Non Poor,Non Extreme Poor,262
304630.0,Southern,Ruhango,Rural,Q4,188.44157268170426,Non Poor,Non Extreme Poor,262
304631.0,Southern,Ruhango,Rural,Q3,188.44157268170426,Non Poor,Non Extreme Poor,262
304632.0,Southern,Ruhango,Rural,Q2,188.44157268170426,Non Poor,Non Extreme Poor,262
304633.0,Southern,Ruhango,Rural,Q3,188.44157268170426,Non Poor,Non Extreme Poor,262
304634.0,Southern,Ruhango,Rural,Q4,188.44157268170426,Non Poor,Non Extreme Poor,262
304635.0,Southern,Ruhango,Rural,Q3,188.44157268170426,Non Poor,Non Extreme Poor,262
304636.0,Southern,Ruhango,Rural,Q4,188.44157268170426,Non Poor,Non Extreme Poor,262
304637.0,Southern,Ruhango,Rural,Q5,188.44157268170426,Non Poor,Non Extreme Poor,262
304638.0,Southern,Ruhango,Rural,Q4,191.94394243641233,Non Poor,Non Extreme Poor,262
304639.0,Southern,Ruhango,Rural,Q1,191.94394243641233,Moderately poor,Non Extreme Poor,262
304640.0,Southern,Ruhango,Rural,Q3,191.94394243641233,Non Poor,Non Extreme Poor,262
304641.0,Southern,Ruhango,Rural,Q2,191.94394243641233,Non Poor,Non Extreme Poor,262
304642.0,Southern,Ruhango,Rural,Q4,191.94394243641233,Non Poor,Non Extreme Poor,262
304643.0,Southern,Ruhango,Rural,Q4,191.94394243641233,Non Poor,Non Extreme Poor,262
304644.0,Southern,Ruhango,Rural,Q3,191.94394243641233,Non Poor,Non Extreme Poor,262
304645.0,Southern,Ruhango,Rural,Q5,191.94394243641233,Non Poor,Non Extreme Poor,262
304646.0,Southern,Ruhango,Rural,Q3,191.94394243641233,Non Poor,Non Extreme Poor,262
304647.0,Southern,Ruhango,Rural,Q4,187.5852490421456,Non Poor,Non Extreme Poor,262
304648.0,Southern,Ruhango,Rural,Q4,187.5852490421456,Non Poor,Non Extreme Poor,262
304649.0,Southern,Ruhango,Rural,Q4,187.5852490421456,Non Poor,Non Extreme Poor,262
304650.0,Southern,Ruhango,Rural,Q5,187.5852490421456,Non Poor,Non Extreme Poor,262
304651.0,Southern,Ruhango,Rural,Q5,187.5852490421456,Non Poor,Non Extreme Poor,262
304652.0,Southern,Ruhango,Rural,Q4,187.5852490421456,Non Poor,Non Extreme Poor,262
304653.0,Southern,Ruhango,Rural,Q5,187.5852490421456,Non Poor,Non Extreme Poor,262
304654.0,Southern,Ruhango,Rural,Q3,187.5852490421456,Non Poor,Non Extreme Poor,262
304655.0,Southern,Ruhango,Rural,Q4,187.5852490421456,Non Poor,Non Extreme Poor,262
304656.0,Southern,Ruhango,Rural,Q2,206.65954529370134,Moderately poor,Non Extreme Poor,262
304657.0,Southern,Ruhango,Rural,Q4,206.65954529370134,Non Poor,Non Extreme Poor,262
304658.0,Southern,Ruhango,Rural,Q3,206.65954529370134,Non Poor,Non Extreme Poor,262
304659.0,Southern,Ruhango,Rural,Q4,206.65954529370134,Non Poor,Non Extreme Poor,262
304660.0,Southern,Ruhango,Rural,Q5,206.65954529370134,Non Poor,Non Extreme Poor,262
304661.0,Southern,Ruhango,Rural,Q3,206.65954529370134,Non Poor,Non Extreme Poor,262
304662.0,Southern,Ruhango,Rural,Q5,206.65954529370134,Non Poor,Non Extreme Poor,262
304663.0,Southern,Ruhango,Rural,Q3,206.65954529370134,Non Poor,Non Extreme Poor,262
304664.0,Southern,Ruhango,Rural,Q3,206.65954529370134,Non Poor,Non Extreme Poor,262
304665.0,Southern,Ruhango,Rural,Q4,191.79389245014247,Non Poor,Non Extreme Poor,262
304666.0,Southern,Ruhango,Rural,Q2,191.79389245014247,Non Poor,Non Extreme Poor,262
304667.0,Southern,Ruhango,Rural,Q4,191.79389245014247,Non Poor,Non Extreme Poor,262
304668.0,Southern,Ruhango,Rural,Q2,191.79389245014247,Non Poor,Non Extreme Poor,262
304669.0,Southern,Ruhango,Rural,Q3,191.79389245014247,Non Poor,Non Extreme Poor,262
304670.0,Southern,Ruhango,Rural,Q3,191.79389245014247,Non Poor,Non Extreme Poor,262
304671.0,Southern,Ruhango,Rural,Q4,191.79389245014247,Non Poor,Non Extreme Poor,262
304672.0,Southern,Ruhango,Rural,Q4,191.79389245014247,Non Poor,Non Extreme Poor,262
304673.0,Southern,Ruhango,Rural,Q2,191.79389245014247,Non Poor,Non Extreme Poor,262
304674.0,Southern,Ruhango,Rural,Q3,199.91616344605472,Non Poor,Non Extreme Poor,262
304675.0,Southern,Ruhango,Rural,Q3,199.91616344605472,Non Poor,Non Extreme Poor,262
304676.0,Southern,Ruhango,Rural,Q4,199.91616344605472,Non Poor,Non Extreme Poor,262
304677.0,Southern,Ruhango,Rural,Q5,199.91616344605472,Non Poor,Non Extreme Poor,262
304678.0,Southern,Ruhango,Rural,Q5,199.91616344605472,Non Poor,Non Extreme Poor,262
304679.0,Southern,Ruhango,Rural,Q4,199.91616344605472,Non Poor,Non Extreme Poor,262
304680.0,Southern,Ruhango,Rural,Q4,199.91616344605472,Non Poor,Non Extreme Poor,262
304681.0,Southern,Ruhango,Rural,Q2,199.91616344605472,Non Poor,Non Extreme Poor,262
304682.0,Southern,Ruhango,Rural,Q3,199.91616344605472,Non Poor,Non Extreme Poor,262
304683.0,Southern,Ruhango,Urban,Q3,228.2099838969404,Non Poor,Non Extreme Poor,261
304684.0,Southern,Ruhango,Urban,Q2,228.2099838969404,Non Poor,Non Extreme Poor,261
304685.0,Southern,Ruhango,Urban,Q5,228.2099838969404,Non Poor,Non Extreme Poor,261
304686.0,Southern,Ruhango,Urban,Q5,228.2099838969404,Non Poor,Non Extreme Poor,261
304687.0,Southern,Ruhango,Urban,Q5,228.2099838969404,Non Poor,Non Extreme Poor,261
304688.0,Southern,Ruhango,Urban,Q3,228.2099838969404,Moderately poor,Non Extreme Poor,261
304689.0,Southern,Ruhango,Urban,Q2,228.2099838969404,Moderately poor,Non Extreme Poor,261
304690.0,Southern,Ruhango,Urban,Q5,228.2099838969404,Non Poor,Non Extreme Poor,261
304691.0,Southern,Ruhango,Urban,Q5,228.2099838969404,Non Poor,Non Extreme Poor,261
304692.0,Southern,Ruhango,Rural,Q2,197.63445881226056,Non Poor,Non Extreme Poor,262
304693.0,Southern,Ruhango,Rural,Q2,197.63445881226056,Moderately poor,Non Extreme Poor,262
304694.0,Southern,Ruhango,Rural,Q2,197.63445881226056,Non Poor,Non Extreme Poor,262
304695.0,Southern,Ruhango,Rural,Q1,197.63445881226056,Moderately poor,Non Extreme Poor,262
304696.0,Southern,Ruhango,Rural,Q5,197.63445881226056,Non Poor,Non Extreme Poor,262
304697.0,Southern,Ruhango,Rural,Q5,197.63445881226056,Non Poor,Non Extreme Poor,262
304698.0,Southern,Ruhango,Rural,Q4,197.63445881226056,Non Poor,Non Extreme Poor,262
304699.0,Southern,Ruhango,Rural,Q4,197.63445881226056,Non Poor,Non Extreme Poor,262
304700.0,Southern,Ruhango,Rural,Q4,197.63445881226056,Non Poor,Non Extreme Poor,262
304701.0,Southern,Ruhango,Urban,Q4,195.85185185185185,Non Poor,Non Extreme Poor,261
304702.0,Southern,Ruhango,Urban,Q5,195.85185185185185,Non Poor,Non Extreme Poor,261
304703.0,Southern,Ruhango,Urban,Q5,195.85185185185185,Non Poor,Non Extreme Poor,261
304704.0,Southern,Ruhango,Urban,Q4,195.85185185185185,Non Poor,Non Extreme Poor,261
304705.0,Southern,Ruhango,Urban,Q3,195.85185185185185,Non Poor,Non Extreme Poor,261
304706.0,Southern,Ruhango,Urban,Q5,195.85185185185185,Non Poor,Non Extreme Poor,261
304707.0,Southern,Ruhango,Urban,Q5,195.85185185185185,Non Poor,Non Extreme Poor,261
304708.0,Southern,Ruhango,Urban,Q5,195.85185185185185,Non Poor,Non Extreme Poor,261
304709.0,Southern,Ruhango,Urban,Q4,195.85185185185185,Non Poor,Non Extreme Poor,261
304710.0,Southern,Ruhango,Rural,Q4,197.49603994490357,Non Poor,Non Extreme Poor,262
304711.0,Southern,Ruhango,Rural,Q2,197.49603994490357,Non Poor,Non Extreme Poor,262
304712.0,Southern,Ruhango,Rural,Q5,197.49603994490357,Non Poor,Non Extreme Poor,262
304713.0,Southern,Ruhango,Rural,Q2,197.49603994490357,Non Poor,Non Extreme Poor,262
304714.0,Southern,Ruhango,Rural,Q2,197.49603994490357,Non Poor,Non Extreme Poor,262
304715.0,Southern,Ruhango,Rural,Q4,197.49603994490357,Non Poor,Non Extreme Poor,262
304716.0,Southern,Ruhango,Rural,Q3,197.49603994490357,Non Poor,Non Extreme Poor,262
304717.0,Southern,Ruhango,Rural,Q4,197.49603994490357,Non Poor,Non Extreme Poor,262
304718.0,Southern,Ruhango,Rural,Q3,197.49603994490357,Non Poor,Non Extreme Poor,262
304719.0,Southern,Ruhango,Rural,Q4,204.90966796875003,Non Poor,Non Extreme Poor,262
304720.0,Southern,Ruhango,Rural,Q5,204.90966796875003,Non Poor,Non Extreme Poor,262
304721.0,Southern,Ruhango,Rural,Q2,204.90966796875003,Non Poor,Non Extreme Poor,262
304722.0,Southern,Ruhango,Rural,Q3,204.90966796875003,Non Poor,Non Extreme Poor,262
304723.0,Southern,Ruhango,Rural,Q4,204.90966796875003,Non Poor,Non Extreme Poor,262
304724.0,Southern,Ruhango,Rural,Q5,204.90966796875003,Non Poor,Non Extreme Poor,262
304725.0,Southern,Ruhango,Rural,Q5,204.90966796875003,Non Poor,Non Extreme Poor,262
304726.0,Southern,Ruhango,Rural,Q2,204.90966796875003,Non Poor,Non Extreme Poor,262
304727.0,Southern,Ruhango,Rural,Q4,204.90966796875003,Non Poor,Non Extreme Poor,262
304728.0,Southern,Ruhango,Rural,Q2,170.31452922077924,Non Poor,Non Extreme Poor,262
304729.0,Southern,Ruhango,Rural,Q4,170.31452922077924,Non Poor,Non Extreme Poor,262
304730.0,Southern,Ruhango,Rural,Q4,170.31452922077924,Non Poor,Non Extreme Poor,262
304731.0,Southern,Ruhango,Rural,Q3,170.31452922077924,Non Poor,Non Extreme Poor,262
304732.0,Southern,Ruhango,Rural,Q5,170.31452922077924,Non Poor,Non Extreme Poor,262
304733.0,Southern,Ruhango,Rural,Q3,170.31452922077924,Non Poor,Non Extreme Poor,262
304734.0,Southern,Ruhango,Rural,Q2,170.31452922077924,Non Poor,Non Extreme Poor,262
304735.0,Southern,Ruhango,Rural,Q4,170.31452922077924,Non Poor,Non Extreme Poor,262
304736.0,Southern,Ruhango,Rural,Q5,170.31452922077924,Non Poor,Non Extreme Poor,262
304737.0,Southern,Ruhango,Rural,Q4,174.12310010482182,Non Poor,Non Extreme Poor,262
304738.0,Southern,Ruhango,Rural,Q5,174.12310010482182,Non Poor,Non Extreme Poor,262
304739.0,Southern,Ruhango,Rural,Q5,174.12310010482182,Non Poor,Non Extreme Poor,262
304740.0,Southern,Ruhango,Rural,Q4,174.12310010482182,Non Poor,Non Extreme Poor,262
304741.0,Southern,Ruhango,Rural,Q2,174.12310010482182,Non Poor,Non Extreme Poor,262
304742.0,Southern,Ruhango,Rural,Q2,174.12310010482182,Non Poor,Non Extreme Poor,262
304743.0,Southern,Ruhango,Rural,Q3,174.12310010482182,Non Poor,Non Extreme Poor,262
304744.0,Southern,Ruhango,Rural,Q5,174.12310010482182,Non Poor,Non Extreme Poor,262
304745.0,Southern,Ruhango,Rural,Q4,174.12310010482182,Non Poor,Non Extreme Poor,262
304746.0,Southern,Ruhango,Rural,Q4,200.1132638888889,Non Poor,Non Extreme Poor,262
304747.0,Southern,Ruhango,Rural,Q5,200.1132638888889,Non Poor,Non Extreme Poor,262
304748.0,Southern,Ruhango,Rural,Q4,200.1132638888889,Non Poor,Non Extreme Poor,262
304749.0,Southern,Ruhango,Rural,Q5,200.1132638888889,Non Poor,Non Extreme Poor,262
304750.0,Southern,Ruhango,Rural,Q5,200.1132638888889,Non Poor,Non Extreme Poor,262
304751.0,Southern,Ruhango,Rural,Q2,200.1132638888889,Non Poor,Non Extreme Poor,262
304752.0,Southern,Ruhango,Rural,Q4,200.1132638888889,Non Poor,Non Extreme Poor,262
304753.0,Southern,Ruhango,Rural,Q4,200.1132638888889,Non Poor,Non Extreme Poor,262
304754.0,Southern,Ruhango,Rural,Q3,200.1132638888889,Non Poor,Non Extreme Poor,262
304755.0,Southern,Ruhango,Rural,Q5,182.92304256010397,Non Poor,Non Extreme Poor,262
304756.0,Southern,Ruhango,Rural,Q4,182.92304256010397,Non Poor,Non Extreme Poor,262
304757.0,Southern,Ruhango,Rural,Q3,182.92304256010397,Non Poor,Non Extreme Poor,262
304758.0,Southern,Ruhango,Rural,Q3,182.92304256010397,Non Poor,Non Extreme Poor,262
304759.0,Southern,Ruhango,Rural,Q4,182.92304256010397,Non Poor,Non Extreme Poor,262
304760.0,Southern,Ruhango,Rural,Q2,182.92304256010397,Non Poor,Non Extreme Poor,262
304761.0,Southern,Ruhango,Rural,Q2,182.92304256010397,Non Poor,Non Extreme Poor,262
304762.0,Southern,Ruhango,Rural,Q3,182.92304256010397,Non Poor,Non Extreme Poor,262
304763.0,Southern,Ruhango,Rural,Q3,182.92304256010397,Non Poor,Non Extreme Poor,262
304764.0,Southern,Ruhango,Rural,Q4,194.2847222222222,Non Poor,Non Extreme Poor,262
304765.0,Southern,Ruhango,Rural,Q4,194.2847222222222,Non Poor,Non Extreme Poor,262
304766.0,Southern,Ruhango,Rural,Q3,194.2847222222222,Non Poor,Non Extreme Poor,262
304767.0,Southern,Ruhango,Rural,Q4,194.2847222222222,Non Poor,Non Extreme Poor,262
304768.0,Southern,Ruhango,Rural,Q4,194.2847222222222,Non Poor,Non Extreme Poor,262
304769.0,Southern,Ruhango,Rural,Q4,194.2847222222222,Non Poor,Non Extreme Poor,262
304770.0,Southern,Ruhango,Rural,Q4,194.2847222222222,Non Poor,Non Extreme Poor,262
304771.0,Southern,Ruhango,Rural,Q3,194.2847222222222,Non Poor,Non Extreme Poor,262
304772.0,Southern,Ruhango,Rural,Q4,194.2847222222222,Non Poor,Non Extreme Poor,262
304773.0,Southern,Ruhango,Rural,Q5,186.92545244107743,Non Poor,Non Extreme Poor,262
304774.0,Southern,Ruhango,Rural,Q5,186.92545244107743,Non Poor,Non Extreme Poor,262
304775.0,Southern,Ruhango,Rural,Q3,186.92545244107743,Non Poor,Non Extreme Poor,262
304776.0,Southern,Ruhango,Rural,Q3,186.92545244107743,Non Poor,Non Extreme Poor,262
304777.0,Southern,Ruhango,Rural,Q4,186.92545244107743,Non Poor,Non Extreme Poor,262
304778.0,Southern,Ruhango,Rural,Q5,186.92545244107743,Non Poor,Non Extreme Poor,262
304779.0,Southern,Ruhango,Rural,Q4,186.92545244107743,Non Poor,Non Extreme Poor,262
304780.0,Southern,Ruhango,Rural,Q3,186.92545244107743,Non Poor,Non Extreme Poor,262
304781.0,Southern,Ruhango,Rural,Q5,186.92545244107743,Non Poor,Non Extreme Poor,262
304782.0,Southern,Ruhango,Urban,Q5,200.6757890895822,Non Poor,Non Extreme Poor,261
304783.0,Southern,Ruhango,Urban,Q5,200.6757890895822,Non Poor,Non Extreme Poor,261
304784.0,Southern,Ruhango,Urban,Q5,200.6757890895822,Non Poor,Non Extreme Poor,261
304785.0,Southern,Ruhango,Urban,Q4,200.6757890895822,Non Poor,Non Extreme Poor,261
304786.0,Southern,Ruhango,Urban,Q5,200.6757890895822,Non Poor,Non Extreme Poor,261
304787.0,Southern,Ruhango,Urban,Q5,200.6757890895822,Non Poor,Non Extreme Poor,261
304788.0,Southern,Ruhango,Urban,Q5,200.6757890895822,Non Poor,Non Extreme Poor,261
304789.0,Southern,Ruhango,Urban,Q5,200.6757890895822,Non Poor,Non Extreme Poor,261
304790.0,Southern,Ruhango,Urban,Q5,200.6757890895822,Non Poor,Non Extreme Poor,261
304791.0,Southern,Ruhango,Rural,Q5,189.50722905282333,Non Poor,Non Extreme Poor,262
304792.0,Southern,Ruhango,Rural,Q4,189.50722905282333,Non Poor,Non Extreme Poor,262
304793.0,Southern,Ruhango,Rural,Q3,189.50722905282333,Non Poor,Non Extreme Poor,262
304794.0,Southern,Ruhango,Rural,Q4,189.50722905282333,Non Poor,Non Extreme Poor,262
304795.0,Southern,Ruhango,Rural,Q5,189.50722905282333,Non Poor,Non Extreme Poor,262
304796.0,Southern,Ruhango,Rural,Q3,189.50722905282333,Non Poor,Non Extreme Poor,262
304797.0,Southern,Ruhango,Rural,Q3,189.50722905282333,Non Poor,Non Extreme Poor,262
304798.0,Southern,Ruhango,Rural,Q4,189.50722905282333,Non Poor,Non Extreme Poor,262
304799.0,Southern,Ruhango,Rural,Q4,189.50722905282333,Non Poor,Non Extreme Poor,262
304800.0,Southern,Ruhango,Rural,Q5,190.23712384259258,Non Poor,Non Extreme Poor,262
304801.0,Southern,Ruhango,Rural,Q5,190.23712384259258,Non Poor,Non Extreme Poor,262
304802.0,Southern,Ruhango,Rural,Q5,190.23712384259258,Non Poor,Non Extreme Poor,262
304803.0,Southern,Ruhango,Rural,Q2,190.23712384259258,Non Poor,Non Extreme Poor,262
304804.0,Southern,Ruhango,Rural,Q5,190.23712384259258,Non Poor,Non Extreme Poor,262
304805.0,Southern,Ruhango,Rural,Q2,190.23712384259258,Moderately poor,Non Extreme Poor,262
304806.0,Southern,Ruhango,Rural,Q5,190.23712384259258,Non Poor,Non Extreme Poor,262
304807.0,Southern,Ruhango,Rural,Q3,190.23712384259258,Non Poor,Non Extreme Poor,262
304808.0,Southern,Ruhango,Rural,Q4,190.23712384259258,Non Poor,Non Extreme Poor,262
304809.0,Southern,Ruhango,Rural,Q3,193.42505530973452,Non Poor,Non Extreme Poor,262
304810.0,Southern,Ruhango,Rural,Q5,193.42505530973452,Non Poor,Non Extreme Poor,262
304811.0,Southern,Ruhango,Rural,Q4,193.42505530973452,Non Poor,Non Extreme Poor,262
304812.0,Southern,Ruhango,Rural,Q4,193.42505530973452,Moderately poor,Non Extreme Poor,262
304813.0,Southern,Ruhango,Rural,Q4,193.42505530973452,Non Poor,Non Extreme Poor,262
304814.0,Southern,Ruhango,Rural,Q5,193.42505530973452,Non Poor,Non Extreme Poor,262
304815.0,Southern,Ruhango,Rural,Q2,193.42505530973452,Non Poor,Non Extreme Poor,262
304816.0,Southern,Ruhango,Rural,Q4,193.42505530973452,Non Poor,Non Extreme Poor,262
304817.0,Southern,Ruhango,Rural,Q3,193.42505530973452,Non Poor,Non Extreme Poor,262
304818.0,Southern,Ruhango,Rural,Q3,190.359778338945,Non Poor,Non Extreme Poor,262
304819.0,Southern,Ruhango,Rural,Q4,190.359778338945,Non Poor,Non Extreme Poor,262
304820.0,Southern,Ruhango,Rural,Q4,190.359778338945,Non Poor,Non Extreme Poor,262
304821.0,Southern,Ruhango,Rural,Q5,190.359778338945,Non Poor,Non Extreme Poor,262
304822.0,Southern,Ruhango,Rural,Q4,190.359778338945,Non Poor,Non Extreme Poor,262
304823.0,Southern,Ruhango,Rural,Q4,190.359778338945,Non Poor,Non Extreme Poor,262
304824.0,Southern,Ruhango,Rural,Q4,190.359778338945,Non Poor,Non Extreme Poor,262
304825.0,Southern,Ruhango,Rural,Q4,190.359778338945,Non Poor,Non Extreme Poor,262
304826.0,Southern,Ruhango,Rural,Q3,190.359778338945,Non Poor,Non Extreme Poor,262
304827.0,Southern,Ruhango,Rural,Q1,188.9374362895005,Severaly Poor,1.0,262
304828.0,Southern,Ruhango,Rural,Q5,188.9374362895005,Non Poor,Non Extreme Poor,262
304829.0,Southern,Ruhango,Rural,Q4,188.9374362895005,Non Poor,Non Extreme Poor,262
304830.0,Southern,Ruhango,Rural,Q2,188.9374362895005,Non Poor,Non Extreme Poor,262
304831.0,Southern,Ruhango,Rural,Q4,188.9374362895005,Non Poor,Non Extreme Poor,262
304832.0,Southern,Ruhango,Rural,Q3,188.9374362895005,Non Poor,Non Extreme Poor,262
304833.0,Southern,Ruhango,Rural,Q1,188.9374362895005,Severaly Poor,1.0,262
304834.0,Southern,Ruhango,Rural,Q4,188.9374362895005,Non Poor,Non Extreme Poor,262
304835.0,Southern,Ruhango,Rural,Q4,188.9374362895005,Non Poor,Non Extreme Poor,262
304836.0,Southern,Ruhango,Rural,Q2,206.32005899705013,Moderately poor,Non Extreme Poor,262
304837.0,Southern,Ruhango,Rural,Q2,206.32005899705013,Non Poor,Non Extreme Poor,262
304838.0,Southern,Ruhango,Rural,Q2,206.32005899705013,Non Poor,Non Extreme Poor,262
304839.0,Southern,Ruhango,Rural,Q4,206.32005899705013,Non Poor,Non Extreme Poor,262
304840.0,Southern,Ruhango,Rural,Q3,206.32005899705013,Non Poor,Non Extreme Poor,262
304841.0,Southern,Ruhango,Rural,Q3,206.32005899705013,Non Poor,Non Extreme Poor,262
304842.0,Southern,Ruhango,Rural,Q1,206.32005899705013,Moderately poor,Non Extreme Poor,262
304843.0,Southern,Ruhango,Rural,Q5,206.32005899705013,Non Poor,Non Extreme Poor,262
304844.0,Southern,Ruhango,Rural,Q2,206.32005899705013,Moderately poor,Non Extreme Poor,262
304845.0,Southern,Ruhango,Rural,Q5,185.4535984848485,Non Poor,Non Extreme Poor,262
304846.0,Southern,Ruhango,Rural,Q5,185.4535984848485,Non Poor,Non Extreme Poor,262
304847.0,Southern,Ruhango,Rural,Q5,185.4535984848485,Non Poor,Non Extreme Poor,262
304848.0,Southern,Ruhango,Rural,Q4,185.4535984848485,Non Poor,Non Extreme Poor,262
304849.0,Southern,Ruhango,Rural,Q3,185.4535984848485,Non Poor,Non Extreme Poor,262
304850.0,Southern,Ruhango,Rural,Q1,185.4535984848485,Moderately poor,Non Extreme Poor,262
304851.0,Southern,Ruhango,Rural,Q5,185.4535984848485,Non Poor,Non Extreme Poor,262
304852.0,Southern,Ruhango,Rural,Q1,185.4535984848485,Severaly Poor,1.0,262
304853.0,Southern,Ruhango,Rural,Q3,185.4535984848485,Non Poor,Non Extreme Poor,262
304854.0,Southern,Muhanga,Urban,Q5,177.85372569265186,Non Poor,Non Extreme Poor,271
304855.0,Southern,Muhanga,Urban,Q4,177.85372569265186,Non Poor,Non Extreme Poor,271
304856.0,Southern,Muhanga,Urban,Q4,177.85372569265186,Non Poor,Non Extreme Poor,271
304857.0,Southern,Muhanga,Urban,Q4,177.85372569265186,Non Poor,Non Extreme Poor,271
304858.0,Southern,Muhanga,Urban,Q5,177.85372569265186,Non Poor,Non Extreme Poor,271
304859.0,Southern,Muhanga,Urban,Q5,177.85372569265186,Non Poor,Non Extreme Poor,271
304860.0,Southern,Muhanga,Urban,Q5,177.85372569265186,Non Poor,Non Extreme Poor,271
304861.0,Southern,Muhanga,Urban,Q5,177.85372569265186,Non Poor,Non Extreme Poor,271
304862.0,Southern,Muhanga,Urban,Q4,177.85372569265186,Non Poor,Non Extreme Poor,271
304863.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,Non Extreme Poor,271
304864.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,Non Extreme Poor,271
304865.0,Southern,Muhanga,Urban,Q4,130.8835031026812,Non Poor,Non Extreme Poor,271
304866.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,Non Extreme Poor,271
304867.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,Non Extreme Poor,271
304868.0,Southern,Muhanga,Urban,Q4,130.8835031026812,Non Poor,Non Extreme Poor,271
304869.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,Non Extreme Poor,271
304870.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,Non Extreme Poor,271
304871.0,Southern,Muhanga,Urban,Q5,130.8835031026812,Non Poor,Non Extreme Poor,271
304872.0,Southern,Muhanga,Rural,Q5,186.92546573264477,Non Poor,Non Extreme Poor,272
